ENSG1	ENSG2	Name1	Name2	Cofrac_PPI_score	In_Corum	Dm	Xl	Mm	Hs	Dd	Sp	Ce	Sc	Nv
ENSG00000124767	ENSG00000168439	GLO1	STIP1	0.134106055	0		XB-GENE-6251484--XB-GENE-958367	ENSMUSG00000024026--ENSMUSG00000024966	ENSG00000124767--ENSG00000168439	DDB_G0291265--DDB_G0292404				
ENSG00000101132	ENSG00000198380	PFDN4	GFPT1	0.134036508	0				ENSG00000101132--ENSG00000198380	DDB_G0281873--DDB_G0286603	SPU_024985--SPU_023834			
ENSG00000128872	ENSG00000217930	TMOD2	PAM16	0.134027195	0				ENSG00000128872--ENSG00000217930			C06A5.7--F45G2.8		
ENSG00000083520	ENSG00000108424	DIS3	KPNB1	0.133959715	0	FBgn0039183--FBgn0262743	XB-GENE-5925361--XB-GENE-994071		ENSG00000083520--ENSG00000108424			C04G2.6--F28B3.8		
ENSG00000163655	ENSG00000171793	GMPS	CTPS	0.133924044	0				ENSG00000163655--ENSG00000171793		SPU_014791--SPU_009437	M106.4--W06H3.3		
ENSG00000111716	ENSG00000130707	LDHB	ASS1	0.133900219	0			ENSMUSG00000030246--ENSMUSG00000076441	ENSG00000111716--ENSG00000130707					
ENSG00000104529	ENSG00000196235	EEF1D	SUPT5H	0.133861222	0			ENSMUSG00000055762--ENSMUSG00000003435	ENSG00000104529--ENSG00000196235					
ENSG00000063046	ENSG00000171793	EIF4B	CTPS	0.133853639	0				ENSG00000063046--ENSG00000171793		SPU_004840--SPU_009437			
ENSG00000089737	ENSG00000122257	DDX24	RBBP6	0.13383186	0	FBgn0034496--FBgn0086129		ENSMUSG00000041645--ENSMUSG00000030779	ENSG00000089737--ENSG00000122257					
ENSG00000182512	ENSG00000167699	GLRX5	GLOD4	0.133806414	0	FBgn0030584--FBgn0031143			ENSG00000182512--ENSG00000167699					
ENSG00000104529	ENSG00000125651	EEF1D	GTF2F1	0.133799125	0			ENSMUSG00000055762--ENSMUSG00000002658	ENSG00000104529--ENSG00000125651					
ENSG00000131795	ENSG00000122705	RBM8A	CLTA	0.133793921	0	FBgn0033378--FBgn0024814			ENSG00000131795--ENSG00000122705			R07E5.14--T05B11.3		
ENSG00000150961	ENSG00000198087	SEC24D	CD2AP	0.133784885	0			ENSMUSG00000039234--ENSMUSG00000061665	ENSG00000150961--ENSG00000198087			F12F6.6--Y44E3A.4		
ENSG00000110075	ENSG00000117597	PPP6R3	DIEXF	0.133774391	0				ENSG00000110075--ENSG00000117597			C47G2.5--Y41C4A.9		
ENSG00000159720	ENSG00000241837	ATP6V0D1	ATP5O	0.133771376	0	FBgn0028665--FBgn0016691	XB-GENE-989924--XB-GENE-957394		ENSG00000159720--ENSG00000241837			C30F8.2--F27C1.7		
ENSG00000138777	ENSG00000204619	PPA2	PPP1R11	0.133761544	0	FBgn0016687--FBgn0031772			ENSG00000138777--ENSG00000204619					
ENSG00000136930	ENSG00000130706	PSMB7	ADRM1	0.133749341	0	FBgn0023174--FBgn0033886	XB-GENE-946045--XB-GENE-865867		ENSG00000136930--ENSG00000130706			C47B2.4--C56G2.7		
ENSG00000138796	ENSG00000148484	HADH	RSU1	0.133747516	0		XB-GENE-1007284--XB-GENE-6255378		ENSG00000138796--ENSG00000148484			B0272.3--C34C12.5		
ENSG00000169021	ENSG00000079739	UQCRFS1	PGM1	0.133742766	0		XB-GENE-5746715--XB-GENE-948534 XB-GENE-5746715--AAH68904		ENSG00000169021--ENSG00000079739	DDB_G0284947--DDB_G0288483		F42G8.12--R05F9.6		
ENSG00000116001	ENSG00000178802	TIA1	MPI	0.133737767	0	FBgn0005649--FBgn0037744		ENSMUSG00000071337--ENSMUSG00000032306	ENSG00000116001--ENSG00000178802		SPU_006580--SPU_005978	C18A3.5--ZK632.4		jgi|Nemve1|133070|e_gw.315.17.1--jgi|Nemve1|843|gw.760.1.1
ENSG00000204843	ENSG00000165912	DCTN1	PACSIN3	0.133719496	0	FBgn0001108--FBgn0053094			ENSG00000204843--ENSG00000165912		SPU_013935--SPU_012386			
ENSG00000086061	ENSG00000108671	DNAJA1	PSMD11	0.133690175	0	FBgn0038145--FBgn0028689		ENSMUSG00000028410--ENSMUSG00000017428	ENSG00000086061--ENSG00000108671			F39B2.10--F57B9.10	YNL064C--YDL097C	jgi|Nemve1|241689|estExt_fgenesh1_pg.C_490084--jgi|Nemve1|219029|fgenesh1_pg.scaffold_381000018
ENSG00000091527	ENSG00000166333	CDV3	ILK	0.133667214	0			ENSMUSG00000032803--ENSMUSG00000030890	ENSG00000091527--ENSG00000166333					
ENSG00000197713	ENSG00000127125	RPE	PPCS	0.133667073	0		XB-GENE-1012412--XB-GENE-6255955		ENSG00000197713--ENSG00000127125			F08F8.7--Y71H2AM.6	YJL121C--YIL083C	
ENSG00000123143	ENSG00000115241	PKN1	PPM1G	0.133653362	0				ENSG00000123143--ENSG00000115241		SPU_009681--SPU_014625			
ENSG00000153147	ENSG00000198700	SMARCA5	IPO9	0.133649253	0	FBgn0011604--FBgn0037894			ENSG00000153147--ENSG00000198700					
ENSG00000106348	ENSG00000107223	IMPDH1	EDF1	0.13362943	0	FBgn0003204--FBgn0262732			ENSG00000106348--ENSG00000107223			T22D1.3--H21P03.1		
ENSG00000005194	ENSG00000116750	CIAPIN1	UCHL5	0.133582431	0				ENSG00000005194--ENSG00000116750		SPU_023670--SPU_009338 SPU_006070--SPU_009338			
ENSG00000172757	ENSG00000158710	CFL1	TAGLN2	0.13354136	0	FBgn0011726--FBgn0035499		ENSMUSG00000056201--ENSMUSG00000026547	ENSG00000172757--ENSG00000158710	DDB_G0291970--DDB_G0292664		C38C3.5--F43G9.9		jgi|Nemve1|236760|estExt_fgenesh1_kg.C_480006--jgi|Nemve1|161196|estExt_gwp.C_190126
ENSG00000151729	ENSG00000188229	SLC25A4	TUBB4B	0.133536552	0			ENSMUSG00000031633--ENSMUSG00000036752	ENSG00000151729--ENSG00000188229	DDB_G0267454--DDB_G0269196				
ENSG00000004897	ENSG00000130699	CDC27	TAF4	0.133526743	0			ENSMUSG00000020687--ENSMUSG00000039117	ENSG00000004897--ENSG00000130699					
ENSG00000148719	ENSG00000126803	DNAJB12	HSPA2	0.133503937	0				ENSG00000148719--ENSG00000126803			B0035.14--F26D10.3		
ENSG00000070756	ENSG00000170027	PABPC1	YWHAG	0.133457753	0				ENSG00000070756--ENSG00000170027		SPU_015317--SPU_014594			
ENSG00000148303	ENSG00000088205	RPL7A	DDX18	0.133438621	0	FBgn0014026--FBgn0025140						Y24D9A.4--B0511.6		jgi|Nemve1|236492|estExt_fgenesh1_kg.C_150008--jgi|Nemve1|112850|e_gw.114.33.1
ENSG00000070669	ENSG00000102882	ASNS	MAPK3	0.133406965	0			ENSMUSG00000029752--ENSMUSG00000063065	ENSG00000070669--ENSG00000102882					jgi|Nemve1|163815|estExt_gwp.C_440014--jgi|Nemve1|116697|e_gw.140.24.1
ENSG00000100138	ENSG00000156482	NHP2L1	RPL30	0.133391726	1	FBgn0015393--FBgn0086710						M28.5--Y106G6H.3		
ENSG00000116473	ENSG00000144566	RAP1A	RAB5A	0.133391217	0				ENSG00000116473--ENSG00000144566			C27B7.8--F26H9.6		jgi|Nemve1|187791|estExt_GenewiseH_1.C_1080165--jgi|Nemve1|158216|estExt_gwp.C_30110
ENSG00000138069	ENSG00000166796	RAB1A	LDHC	0.133377482	0				ENSG00000138069--ENSG00000166796			C39F7.4--F13D12.2		
ENSG00000100030	ENSG00000171848	MAPK1	RRM2	0.133373776	0			ENSMUSG00000063358--ENSMUSG00000020649	ENSG00000100030--ENSG00000171848		SPU_019715--SPU_024933			jgi|Nemve1|116697|e_gw.140.24.1--jgi|Nemve1|242355|estExt_fgenesh1_pg.C_620010
ENSG00000111674	ENSG00000141522	ENO2	ARHGDIA	0.133358876	0				ENSG00000111674--ENSG00000141522			T21B10.2--F46H6.1		
ENSG00000065427	ENSG00000205413	KARS	SAMD9	0.133346269	0				ENSG00000065427--ENSG00000205413		SPU_008981--SPU_023877 SPU_008981--SPU_005515			
ENSG00000070756	ENSG00000215472	PABPC1	RPL17	0.133343622	0	FBgn0261619--FBgn0029897			ENSG00000070756--ENSG00000215472		SPU_015317--SPU_014454	Y106G6H.2--Y48G8AL.8 F18H3.3--Y48G8AL.8		
ENSG00000099797	ENSG00000110047	TECR	EHD1	0.133324208	0				ENSG00000099797--ENSG00000110047			C15F1.6--W06H8.1		
ENSG00000115541	ENSG00000170606	HSPE1	HSPA4	0.133301521	0	FBgn0036334--FBgn0026418	XB-GENE-963418--XB-GENE-952775		ENSG00000115541--ENSG00000170606					
ENSG00000130204	ENSG00000215021	TOMM40	PHB2	0.133246998	0				ENSG00000130204--ENSG00000215021			C18E9.6--T24H7.1		
ENSG00000151503	ENSG00000197694	NCAPD3	SPTAN1	0.133222171	0			ENSMUSG00000035024--ENSMUSG00000057738	ENSG00000151503--ENSG00000197694		SPU_011563--SPU_011699			
ENSG00000113013	ENSG00000072506	HSPA9	HSD17B10	0.133217688	0	FBgn0001220--FBgn0021765	XB-GENE-6254680--XB-GENE-986908 XB-GENE-960234--XB-GENE-986908		ENSG00000113013--ENSG00000072506			C37H5.8--F01G4.2		jgi|Nemve1|86017|e_gw.12.74.1--jgi|Nemve1|163220|estExt_gwp.C_380093
ENSG00000108846	ENSG00000078668	ABCC3	VDAC3	0.133202086	0				ENSG00000108846--ENSG00000078668			F57C12.4--R05G6.7		
ENSG00000106211	ENSG00000168439	HSPB1	STIP1	0.133164872	0		XB-GENE-865364--XB-GENE-958367	ENSMUSG00000004951--ENSMUSG00000024966	ENSG00000106211--ENSG00000168439			C09B8.6--R09E12.3		
ENSG00000079950	ENSG00000013016	STX7	EHD3	0.133126133	0				ENSG00000079950--ENSG00000013016			F36F2.4--W06H8.1		jgi|Nemve1|227259|fgenesh1_kg.scaffold_172000002--jgi|Nemve1|158412|estExt_gwp.C_30728
ENSG00000113013	ENSG00000011304	HSPA9	PTBP1	0.13312485	0	FBgn0001220--FBgn0011224		ENSMUSG00000024359--ENSMUSG00000006498	ENSG00000113013--ENSG00000011304		SPU_022158--SPU_000961			
ENSG00000113387	ENSG00000175467	SUB1	SART1	0.133097791	0	FBgn0015299--FBgn0032388		ENSMUSG00000022205--ENSMUSG00000039148	ENSG00000113387--ENSG00000175467		SPU_027066--SPU_024095			
ENSG00000169504	ENSG00000126261	CLIC4	UBA2	0.133096813	0		XB-GENE-6253909--XB-GENE-977715	ENSMUSG00000037242--ENSMUSG00000052997	ENSG00000169504--ENSG00000126261		SPU_003556--SPU_021280	F26H11.5--W02A11.4		
ENSG00000079739	ENSG00000111669	PGM1	TPI1	0.132962755	0	FBgn0003076--FBgn0086355			ENSG00000079739--ENSG00000111669	DDB_G0288483--DDB_G0274471		R05F9.6--Y17G7B.7	YMR105C--YDR050C	jgi|Nemve1|235307|estExt_fgenesh1_pm.C_1240005--jgi|Nemve1|166299|estExt_gwp.C_710198
ENSG00000145216	ENSG00000165494	FIP1L1	PCF11	0.132952945	0				ENSG00000145216--ENSG00000165494			M176.6--R144.2		
ENSG00000142949	ENSG00000152556	PTPRF	PFKM	0.132941602	0	FBgn0000464--FBgn0003071			ENSG00000142949--ENSG00000152556			C09D8.1--Y71H10A.1		
ENSG00000087586	ENSG00000152556	AURKA	PFKM	0.132871394	0	FBgn0000147--FBgn0003071			ENSG00000087586--ENSG00000152556					
ENSG00000141401	ENSG00000137710	IMPA2	RDX	0.132802281	0				ENSG00000141401--ENSG00000137710		SPU_015691--SPU_018705	F13G3.5--C01G8.5		
ENSG00000092621	ENSG00000092841	PHGDH	MYL6	0.132756942	0		XB-GENE-5854327--AAH71149 XB-GENE-5854327--XB-GENE-5931845		ENSG00000092621--ENSG00000092841		SPU_014584--SPU_001613			jgi|Nemve1|170150|estExt_gwp.C_1410091--jgi|Nemve1|236688|estExt_fgenesh1_kg.C_380007
ENSG00000126698	ENSG00000164070	DNAJC8	HSPA4L	0.132731304	0	FBgn0039116--FBgn0026418			ENSG00000126698--ENSG00000164070					
ENSG00000221983	ENSG00000198034	UBA52	RPS4X	0.132668841	0	FBgn0003941--FBgn0011284			ENSG00000221983--ENSG00000198034	DDB_G0280755--DDB_G0272825	SPU_015276--SPU_022607	ZK1010.1--Y43B11AR.4	YKR094C--YHR203C YKR094C--YJR145C	
ENSG00000083845	ENSG00000135372	RPS5	NAT10	0.132661676	0	FBgn0038277--FBgn0027330	XB-GENE-919715--XB-GENE-5858472		ENSG00000083845--ENSG00000135372					
ENSG00000103035	ENSG00000128789	PSMD7	PSMG2	0.132657267	0	FBgn0002787--FBgn0038577	XB-GENE-1005429--XB-GENE-1003813		ENSG00000103035--ENSG00000128789	DDB_G0279633--DDB_G0274447				jgi|Nemve1|161920|estExt_gwp.C_260003--jgi|Nemve1|117792|e_gw.149.42.1
ENSG00000086205	ENSG00000116761	FOLH1	CTH	0.132639219	0				ENSG00000086205--ENSG00000116761			R57.1--ZK1127.10 R57.1--F22B8.6		
ENSG00000165496	ENSG00000063177	RPL10L	RPL18	0.132616631	0				ENSG00000165496--ENSG00000063177	DDB_G0288273--DDB_G0279997	SPU_006569--SPU_012865	F10B5.1--Y45F10D.12	YLR075W--YNL301C YLR075W--YOL120C	jgi|Nemve1|178746|estExt_GenewiseH_1.C_80141--jgi|Nemve1|236404|estExt_fgenesh1_kg.C_80004
ENSG00000089157	ENSG00000158417	RPLP0	EIF5B	0.132575085	0	FBgn0000100--FBgn0026259			ENSG00000089157--ENSG00000158417			F25H2.10--Y54F10BM.2		
ENSG00000101210	ENSG00000173540	EEF1A2	GMPPB	0.132565573	0	FBgn0000556--FBgn0037279			ENSG00000101210--ENSG00000173540		SPU_000595--SPU_000187		YBR118W--YDL055C	
ENSG00000070669	ENSG00000101138	ASNS	CSTF1	0.13254788	0			ENSMUSG00000029752--ENSMUSG00000027498	ENSG00000070669--ENSG00000101138					
ENSG00000196305	ENSG00000143155	IARS	TIPRL	0.132546641	0	FBgn0027086--FBgn0031094			ENSG00000196305--ENSG00000143155			R11A8.6--ZK688.9		jgi|Nemve1|168885|estExt_gwp.C_1160043--jgi|Nemve1|232080|fgsh_est.C_scaffold_19000010
ENSG00000116750	ENSG00000106588	UCHL5	PSMA2	0.132544363	0	FBgn0011327--FBgn0086134			ENSG00000116750--ENSG00000106588			C08B11.7--D1054.2		
ENSG00000171824	ENSG00000138385	EXOSC10	SSB	0.132475572	0		XB-GENE-946599--XB-GENE-6254453		ENSG00000171824--ENSG00000138385			C14A4.4--C44E4.4		
ENSG00000168872	ENSG00000196290	DDX19A	NIF3L1	0.132471255	0		XB-GENE-5903234--XB-GENE-6078750	ENSMUSG00000015023--ENSMUSG00000026036	ENSG00000168872--ENSG00000196290		SPU_028284--SPU_004365			
ENSG00000163902	ENSG00000179091	RPN1	CYC1	0.132456163	0				ENSG00000163902--ENSG00000179091			T22D1.4--C54G4.8		
ENSG00000165916	ENSG00000163902	PSMC3	RPN1	0.132435928	0	FBgn0028684--FBgn0053303			ENSG00000165916--ENSG00000163902			F56H1.4--T22D1.4		
ENSG00000182481	ENSG00000114030	KPNA2	KPNA1	0.132431074	0	FBgn0011823--FBgn0024889			ENSG00000182481--ENSG00000114030		SPU_001309--SPU_013477			
ENSG00000130985	ENSG00000254986	UBA1	DPP3	0.13242967	0	FBgn0023143--FBgn0037580	XB-GENE-6254676--XB-GENE-5844111 XB-GENE-6254676--XB-GENE-6254219 XB-GENE-5874138--XB-GENE-6254219 XB-GENE-5874138--XB-GENE-5844111		ENSG00000130985--ENSG00000254986					
ENSG00000130725	ENSG00000169564	UBE2M	PCBP1	0.132428437	0			ENSMUSG00000005575--ENSMUSG00000051695	ENSG00000130725--ENSG00000169564					
ENSG00000147471	ENSG00000170144	PROSC	HNRNPA3	0.132399479	0	FBgn0039751--FBgn0001215 FBgn0039751--FBgn0004237		ENSMUSG00000031485--ENSMUSG00000059005	ENSG00000147471--ENSG00000170144			F09E5.8--F42A6.7	YBL036C--YOL123W	
ENSG00000013275	ENSG00000180398	PSMC4	MCFD2	0.132384269	0				ENSG00000013275--ENSG00000180398		SPU_016198--SPU_015467			
ENSG00000099995	ENSG00000175467	SF3A1	SART1	0.132366393	1	FBgn0038464--FBgn0032388	XB-GENE-6086902--XB-GENE-1021791	ENSMUSG00000002129--ENSMUSG00000039148	ENSG00000099995--ENSG00000175467					
ENSG00000178802	ENSG00000169564	MPI	PCBP1	0.132328976	0	FBgn0037744--FBgn0262737		ENSMUSG00000032306--ENSMUSG00000051695	ENSG00000178802--ENSG00000169564					
ENSG00000197170	ENSG00000104408	PSMD12	EIF3E	0.132320082	0	FBgn0028690--FBgn0025582			ENSG00000197170--ENSG00000104408	DDB_G0281051--DDB_G0293052	SPU_001247--SPU_009248	F10G7.8--B0511.10		
ENSG00000184634	ENSG00000174231	MED12	PRPF8	0.132275806	0	FBgn0001324--FBgn0033688			ENSG00000184634--ENSG00000174231					
ENSG00000185624	ENSG00000165280	P4HB	VCP	0.132265453	0	FBgn0014002--FBgn0261014	XB-GENE-494074--XB-GENE-969578		ENSG00000185624--ENSG00000165280			C07A12.4--C06A1.1 C07A12.4--C41C4.8		
ENSG00000100504	ENSG00000114480	PYGL	GBE1	0.132241924	0		XB-GENE-865172--XB-GENE-980513		ENSG00000100504--ENSG00000114480		SPU_001264--SPU_028105	T22F3.3--T04A8.7		jgi|Nemve1|246875|estExt_fgenesh1_pg.C_2500025--jgi|Nemve1|165393|estExt_gwp.C_590202
ENSG00000162819	ENSG00000140263	BROX	SORD	0.132221048	0				ENSG00000162819--ENSG00000140263			B0507.2--R04B5.5		
ENSG00000130770	ENSG00000169021	ATPIF1	UQCRFS1	0.132215957	0				ENSG00000130770--ENSG00000169021			B0546.1--F42G8.12		
ENSG00000120437	ENSG00000138796	ACAT2	HADH	0.13217838	0			ENSMUSG00000023832--ENSMUSG00000027984	ENSG00000120437--ENSG00000138796		SPU_004856--SPU_007260 SPU_004855--SPU_007260			
ENSG00000180879	ENSG00000134108	SSR4	ARL8B	0.132167811	0		XB-GENE-968235--XB-GENE-947804		ENSG00000180879--ENSG00000134108			Y56A3A.21--Y57G11C.13		
ENSG00000189091	ENSG00000007392	SF3B3	LUC7L	0.132160321	0				ENSG00000189091--ENSG00000007392		SPU_000101--SPU_023529			
ENSG00000101138	ENSG00000043093	CSTF1	DCUN1D1	0.132142651	0				ENSG00000101138--ENSG00000043093			F28C6.3--H38K22.2		
ENSG00000126226	ENSG00000205302	PCID2	SNX2	0.132117932	0	FBgn0036184--FBgn0031534			ENSG00000126226--ENSG00000205302					jgi|Nemve1|167736|estExt_gwp.C_920069--jgi|Nemve1|134716|e_gw.344.35.1
ENSG00000136100	ENSG00000131475	VPS36	VPS25	0.13210676	1	FBgn0086785--FBgn0022027	XB-GENE-6255362--XB-GENE-976405	ENSMUSG00000031479--ENSMUSG00000078656	ENSG00000136100--ENSG00000131475	DDB_G0282045--DDB_G0267708	SPU_004048--SPU_018434 SPU_010411--SPU_018434	F17C11.8--W02A11.2		jgi|Nemve1|87710|e_gw.16.89.1--jgi|Nemve1|161954|estExt_gwp.C_260066
ENSG00000072506	ENSG00000164687	HSD17B10	FABP5	0.13208747	0				ENSG00000072506--ENSG00000164687			F01G4.2--T22G5.2 F01G4.2--W02D3.5 F01G4.2--W02D3.7		
ENSG00000070756	ENSG00000188846	PABPC1	RPL14	0.132084965	0	FBgn0261619--FBgn0017579		ENSMUSG00000022283--ENSMUSG00000025794	ENSG00000070756--ENSG00000188846		SPU_015317--SPU_002606	F18H3.3--C04F12.4 Y106G6H.2--C04F12.4		
ENSG00000180398	ENSG00000204394	MCFD2	VARS	0.132051418	0		XB-GENE-981601--XB-GENE-865697		ENSG00000180398--ENSG00000204394		SPU_015467--SPU_002908	F55A11.1--Y87G2A.5		
ENSG00000089009	ENSG00000141867	RPL6	BRD4	0.132049647	0	FBgn0039857--FBgn0004656	XB-GENE-958287--XB-GENE-5859154		ENSG00000089009--ENSG00000141867					
ENSG00000067704	ENSG00000126945	IARS2	HNRNPH2	0.131986732	0	FBgn0036569--FBgn0259139		ENSMUSG00000026618--ENSMUSG00000045427	ENSG00000067704--ENSG00000126945			C25A1.7--Y73B6BL.33		
ENSG00000117395	ENSG00000242372	EBNA1BP2	EIF6	0.131986687	0		XB-GENE-6466511--XB-GENE-868348		ENSG00000117395--ENSG00000242372			C18A3.3--C47B2.5		
ENSG00000147140	ENSG00000101811	NONO	CSTF2	0.131971704	0			ENSMUSG00000031311--ENSMUSG00000031256	ENSG00000147140--ENSG00000101811		SPU_015145--SPU_017830	F25B5.7--F56A8.6		
ENSG00000104738	ENSG00000166974	MCM4	MAPRE2	0.131955112	0			ENSMUSG00000022673--ENSMUSG00000024277	ENSG00000104738--ENSG00000166974		SPU_024515--SPU_027631			
ENSG00000117632	ENSG00000130726	STMN1	TRIM28	0.13189684	0			ENSMUSG00000028832--ENSMUSG00000005566	ENSG00000117632--ENSG00000130726					
ENSG00000144381	ENSG00000188229	HSPD1	TUBB4B	0.131833827	0		XB-GENE-980064--XB-GENE-969453	ENSMUSG00000025980--ENSMUSG00000036752	ENSG00000144381--ENSG00000188229				YLR259C--YFL037W	
ENSG00000119782	ENSG00000125877	FKBP1B	ITPA	0.131829824	0	FBgn0013954--FBgn0031663				DDB_G0275227--DDB_G0286495	SPU_001569--SPU_014507 SPU_027840--SPU_014507	Y18D10A.19--ZC395.7		
ENSG00000164405	ENSG00000107819	UQCRQ	SFXN3	0.131793696	0				ENSG00000164405--ENSG00000107819			F45H10.2--T04F8.1		
ENSG00000100664	ENSG00000111642	EIF5	CHD4	0.131786781	0	FBgn0030719--FBgn0262519	XB-GENE-957974--XB-GENE-995852	ENSMUSG00000021282--ENSMUSG00000063870	ENSG00000100664--ENSG00000111642		SPU_018897--SPU_023296	C37C3.2--T14G8.1 C37C3.2--F26F12.7		
ENSG00000070669	ENSG00000171848	ASNS	RRM2	0.131773808	0			ENSMUSG00000029752--ENSMUSG00000020649	ENSG00000070669--ENSG00000171848				YPR145W--YJL026W	
ENSG00000086475	ENSG00000178952	SEPHS1	TUFM	0.131772254	0				ENSG00000086475--ENSG00000178952	DDB_G0282367--DDB_G0289593		Y45F10A.4--Y71H2AM.23		
ENSG00000106211	ENSG00000117143	HSPB1	UAP1	0.131763369	0				ENSG00000106211--ENSG00000117143			C09B8.6--C36A4.4		
ENSG00000142168	ENSG00000120686	SOD1	UFM1	0.131752913	0	FBgn0003462--FBgn0085220		ENSMUSG00000022982--ENSMUSG00000027746	ENSG00000142168--ENSG00000120686	DDB_G0290343--DDB_G0295709		C15F1.7--ZK652.3		
ENSG00000130176	ENSG00000120254	CNN1	MTHFD1L	0.131745283	0			ENSMUSG00000001349--ENSMUSG00000040675				F43G9.9--K07E3.4 D1069.2--K07E3.4		
ENSG00000130706	ENSG00000197170	ADRM1	PSMD12	0.131738207	0	FBgn0033886--FBgn0028690	XB-GENE-865867--XB-GENE-970358 XB-GENE-6252580--XB-GENE-970358	ENSMUSG00000039041--ENSMUSG00000020720	ENSG00000130706--ENSG00000197170			C56G2.7--F10G7.8		
ENSG00000116459	ENSG00000074695	ATP5F1	LMAN1	0.13173096	0		XB-GENE-972913--XB-GENE-866187		ENSG00000116459--ENSG00000074695			F35G12.10--K07A1.8 F02E8.1--K07A1.8		
ENSG00000138385	ENSG00000133316	SSB	WDR74	0.131716324	0	FBgn0011638--FBgn0033059			ENSG00000138385--ENSG00000133316			C44E4.4--T06E6.1		
ENSG00000099810	ENSG00000168374	MTAP	ARF4	0.131713885	0				ENSG00000099810--ENSG00000168374			B0228.7--F57H12.1		
ENSG00000165637	ENSG00000099624	VDAC2	ATP5D	0.131701372	0	FBgn0004363--FBgn0028342		ENSMUSG00000021771--ENSMUSG00000003072	ENSG00000165637--ENSG00000099624			R05G6.7--F58F12.1		
ENSG00000101132	ENSG00000177192	PFDN4	PUS1	0.131634304	0				ENSG00000101132--ENSG00000177192	DDB_G0281873--DDB_G0290987	SPU_024985--SPU_007956	B0035.4--W06H3.2		
ENSG00000167815	ENSG00000182718	PRDX2	ANXA2	0.131618062	0		XB-GENE-945858--XB-GENE-6252603 XB-GENE-945858--XB-GENE-945322	ENSMUSG00000005161--ENSMUSG00000032231	ENSG00000167815--ENSG00000182718					
ENSG00000092820	ENSG00000049449	EZR	RCN1	0.131608007	0		XB-GENE-865500--XB-GENE-865955		ENSG00000092820--ENSG00000049449			C01G8.5--M03F4.7		
ENSG00000103876	ENSG00000140263	FAH	SORD	0.131517936	0		XB-GENE-964395--XB-GENE-1005870		ENSG00000103876--ENSG00000140263		SPU_020609--SPU_014046	K10C2.4--R04B5.5		
ENSG00000078668	ENSG00000099624	VDAC3	ATP5D	0.131504721	0	FBgn0004363--FBgn0028342			ENSG00000078668--ENSG00000099624			R05G6.7--F58F12.1		
ENSG00000185787	ENSG00000101189	MORF4L1	C20ORF20	0.13149408	1	FBgn0027378--FBgn0033341		ENSMUSG00000062270--ENSMUSG00000027569	ENSG00000185787--ENSG00000101189					
ENSG00000100591	ENSG00000159840	AHSA1	ZYX	0.131462141	0		XB-GENE-1006919--XB-GENE-6253946	ENSMUSG00000021037--ENSMUSG00000029860	ENSG00000100591--ENSG00000159840					
ENSG00000075415	ENSG00000116459	SLC25A3	ATP5F1	0.131460771	0		XB-GENE-489638--XB-GENE-972913		ENSG00000075415--ENSG00000116459			F01G4.6--F35G12.10 F01G4.6--F02E8.1		
ENSG00000155959	ENSG00000160200	VBP1	CBS	0.131457042	0				ENSG00000155959--ENSG00000160200		SPU_008599--SPU_017058			
ENSG00000106591	ENSG00000143436	MRPL32	MRPL9	0.131453983	0				ENSG00000106591--ENSG00000143436			C30C11.1--B0205.11		
ENSG00000043093	ENSG00000100934	DCUN1D1	SEC23A	0.131453708	0	FBgn0036510--FBgn0262125			ENSG00000043093--ENSG00000100934		SPU_015709--SPU_020029	H38K22.2--Y113G7A.3		
ENSG00000044574	ENSG00000105821	HSPA5	DNAJC2	0.131448698	0	FBgn0001218--FBgn0037051		ENSMUSG00000026864--ENSMUSG00000029014	ENSG00000044574--ENSG00000105821			C15H9.6--F38A5.13 F43E2.8--F38A5.13		
ENSG00000130021	ENSG00000170191	HDHD1	NANP	0.131409375	0				ENSG00000130021--ENSG00000170191		SPU_024560--SPU_016328			
ENSG00000143436	ENSG00000112110	MRPL9	MRPL18	0.131319691	0				ENSG00000143436--ENSG00000112110			B0205.11--D2007.4		
ENSG00000163682	ENSG00000188739	RPL9	RBM34	0.131300422	0				ENSG00000163682--ENSG00000188739		SPU_003905--SPU_013737			
ENSG00000007168	ENSG00000126524	PAFAH1B1	SBDS	0.131294236	0				ENSG00000007168--ENSG00000126524	DDB_G0288375--DDB_G0272324	SPU_026860--SPU_010670	T03F6.5--W06E11.4		
ENSG00000111237	ENSG00000167770	VPS29	OTUB1	0.131231885	0			ENSMUSG00000029462--ENSMUSG00000024767	ENSG00000111237--ENSG00000167770			ZK1128.8--C25D7.8		
ENSG00000069849	ENSG00000131495	ATP1B3	NDUFA2	0.131224833	0				ENSG00000069849--ENSG00000131495			C17E4.9--Y63D3A.7 F55F3.3--Y63D3A.7		
ENSG00000079950	ENSG00000103966	STX7	EHD4	0.131218082	0		XB-GENE-6078579--XB-GENE-6253773		ENSG00000079950--ENSG00000103966			F36F2.4--W06H8.1		jgi|Nemve1|227259|fgenesh1_kg.scaffold_172000002--jgi|Nemve1|158412|estExt_gwp.C_30728
ENSG00000171566	ENSG00000104897	PLRG1	SF3A2	0.131173933	1	FBgn0030365--FBgn0036314			ENSG00000171566--ENSG00000104897					jgi|Nemve1|247133|estExt_fgenesh1_pg.C_2710017--jgi|Nemve1|243113|estExt_fgenesh1_pg.C_790079
