index,Network,Performance,parent,InteractionType,GeneSet
463,GM_coexp_97,1.4432886823577955,GeneMANIA,Coexpression,Performance_disgen
118,GM_coexp_97,1.441246576376444,GeneMANIA,Coexpression,Performance_disgen
6121,GM_predicted,1.435830878920463,GeneMANIA,Orthology,Performance_disgen
265,GM_coexp_97,1.429127792308741,GeneMANIA,Coexpression,Performance_disgen
159,GM_coexp_97,1.4253067392903505,GeneMANIA,Coexpression,Performance_disgen
3394,GM_genetic_90,1.4234175015779278,GeneMANIA,Genetic,Performance_disgen
3147,GM_genetic_90,1.422972156743724,GeneMANIA,Genetic,Performance_disgen
557,GM_coexp_97,1.4229549742380656,GeneMANIA,Coexpression,Performance_disgen
898,GM_colocal,1.421876918093836,GeneMANIA,Colocalization,Performance_disgen
279,GM_coexp_97,1.4217900046259142,GeneMANIA,Coexpression,Performance_disgen
1396,GM_colocal,1.4214916057327136,GeneMANIA,Colocalization,Performance_disgen
517,GM_coexp_97,1.4153290427880858,GeneMANIA,Coexpression,Performance_disgen
3318,GM_genetic_90,1.4076730191179232,GeneMANIA,Genetic,Performance_disgen
1526,GM_colocal,1.406514253388395,GeneMANIA,Colocalization,Performance_disgen
3520,GM_genetic_90,1.4062242224889017,GeneMANIA,Genetic,Performance_disgen
873,GM_coexp_97,1.4055653453598351,GeneMANIA,Coexpression,Performance_disgen
704,GM_coexp_97,1.405345973424128,GeneMANIA,Coexpression,Performance_disgen
3456,GM_genetic_90,1.4024075395585849,GeneMANIA,Genetic,Performance_disgen
5224,GM_physical,1.4016560369396296,GeneMANIA,Physical,Performance_disgen
994,GM_colocal,1.4006563649685793,GeneMANIA,Colocalization,Performance_disgen
3549,GM_genetic_90,1.3997536118368907,GeneMANIA,Genetic,Performance_disgen
3183,GM_genetic_90,1.395331723568325,GeneMANIA,Genetic,Performance_disgen
3007,GM_genetic_90,1.3945816023219917,GeneMANIA,Genetic,Performance_disgen
429,GM_coexp_97,1.3903735283427368,GeneMANIA,Coexpression,Performance_disgen
294,GM_coexp_97,1.389260105731515,GeneMANIA,Coexpression,Performance_disgen
2796,GM_genetic_90,1.3832130599250263,GeneMANIA,Genetic,Performance_disgen
3083,GM_genetic_90,1.3826002778349646,GeneMANIA,Genetic,Performance_disgen
1205,GM_colocal,1.3819801873796145,GeneMANIA,Colocalization,Performance_disgen
245,GM_coexp_97,1.3766406617277236,GeneMANIA,Coexpression,Performance_disgen
465,GM_coexp_97,1.3760111183137358,GeneMANIA,Coexpression,Performance_disgen
3090,GM_genetic_90,1.3747643392811997,GeneMANIA,Genetic,Performance_disgen
1095,GM_colocal,1.3745345570878449,GeneMANIA,Colocalization,Performance_disgen
233,GM_coexp_97,1.3739106163592878,GeneMANIA,Coexpression,Performance_disgen
81,GM_coexp_97,1.3732133003644298,GeneMANIA,Coexpression,Performance_disgen
5803,GM_predicted,1.372406443929929,GeneMANIA,Orthology,Performance_disgen
3322,GM_genetic_90,1.3642335010740494,GeneMANIA,Genetic,Performance_disgen
116,GM_coexp_97,1.3628939082944898,GeneMANIA,Coexpression,Performance_disgen
62,GM_coexp_97,1.3627119236581011,GeneMANIA,Coexpression,Performance_disgen
2937,GM_genetic_90,1.3616249258684,GeneMANIA,Genetic,Performance_disgen
5450,GM_predicted,1.3608833169417498,GeneMANIA,Orthology,Performance_disgen
17,GM_coexp_97,1.3581870173327952,GeneMANIA,Coexpression,Performance_disgen
208,GM_coexp_97,1.354017274113736,GeneMANIA,Coexpression,Performance_disgen
609,GM_coexp_97,1.3406949872090108,GeneMANIA,Coexpression,Performance_disgen
2865,GM_genetic_90,1.3385037129953787,GeneMANIA,Genetic,Performance_disgen
901,GM_colocal,1.3375406911262615,GeneMANIA,Colocalization,Performance_disgen
352,GM_coexp_97,1.336375565121138,GeneMANIA,Coexpression,Performance_disgen
757,GM_coexp_97,1.3352018874524556,GeneMANIA,Coexpression,Performance_disgen
421,GM_coexp_97,1.3321549544135762,GeneMANIA,Coexpression,Performance_disgen
518,GM_coexp_97,1.3276942020236544,GeneMANIA,Coexpression,Performance_disgen
3406,GM_genetic_90,1.326761293048715,GeneMANIA,Genetic,Performance_disgen
824,GM_coexp_97,1.319700867448134,GeneMANIA,Coexpression,Performance_disgen
1235,GM_colocal,1.3173175616730255,GeneMANIA,Colocalization,Performance_disgen
3177,GM_genetic_90,1.3150889270870378,GeneMANIA,Genetic,Performance_disgen
210,GM_coexp_97,1.3129423925889308,GeneMANIA,Coexpression,Performance_disgen
3119,GM_genetic_90,1.310072982914095,GeneMANIA,Genetic,Performance_disgen
2955,GM_genetic_90,1.3087266998810592,GeneMANIA,Genetic,Performance_disgen
1338,GM_colocal,1.308689958185914,GeneMANIA,Colocalization,Performance_disgen
234,GM_coexp_97,1.30736049883836,GeneMANIA,Coexpression,Performance_disgen
3510,GM_genetic_90,1.3071508895337287,GeneMANIA,Genetic,Performance_disgen
1231,GM_colocal,1.303832037207268,GeneMANIA,Colocalization,Performance_disgen
5935,GM_predicted,1.3007142018909148,GeneMANIA,Orthology,Performance_disgen
3367,GM_genetic_90,1.2959370400951835,GeneMANIA,Genetic,Performance_disgen
2720,GM_genetic_90,1.2955356615636735,GeneMANIA,Genetic,Performance_disgen
748,GM_coexp_97,1.2930445123318557,GeneMANIA,Coexpression,Performance_disgen
201,GM_coexp_97,1.2922012437425965,GeneMANIA,Coexpression,Performance_disgen
276,GM_coexp_97,1.2920577945275893,GeneMANIA,Coexpression,Performance_disgen
275,GM_coexp_97,1.2894834527141443,GeneMANIA,Coexpression,Performance_disgen
298,GM_coexp_97,1.2879149342538452,GeneMANIA,Coexpression,Performance_disgen
3415,GM_genetic_90,1.287900197031408,GeneMANIA,Genetic,Performance_disgen
305,GM_coexp_97,1.2860877491089198,GeneMANIA,Coexpression,Performance_disgen
135,GM_coexp_97,1.2824178486798012,GeneMANIA,Coexpression,Performance_disgen
2855,GM_genetic_90,1.2822486021859147,GeneMANIA,Genetic,Performance_disgen
5690,GM_predicted,1.279934212058332,GeneMANIA,Orthology,Performance_disgen
3178,GM_genetic_90,1.2783411289651443,GeneMANIA,Genetic,Performance_disgen
102,GM_coexp_97,1.277546498439544,GeneMANIA,Coexpression,Performance_disgen
495,GM_coexp_97,1.2772947521565112,GeneMANIA,Coexpression,Performance_disgen
2929,GM_genetic_90,1.275868963748866,GeneMANIA,Genetic,Performance_disgen
11,GM_coexp_97,1.2736907956607937,GeneMANIA,Coexpression,Performance_disgen
1212,GM_colocal,1.2715339871217717,GeneMANIA,Colocalization,Performance_disgen
1921,GM_domain,1.2709643314489478,GeneMANIA,Domain,Performance_disgen
2799,GM_genetic_90,1.2690062884079534,GeneMANIA,Genetic,Performance_disgen
120,GM_coexp_97,1.2650779970632962,GeneMANIA,Coexpression,Performance_disgen
225,GM_coexp_97,1.2631712101715564,GeneMANIA,Coexpression,Performance_disgen
794,GM_coexp_97,1.2597811249408106,GeneMANIA,Coexpression,Performance_disgen
277,GM_coexp_97,1.2583706403987176,GeneMANIA,Coexpression,Performance_disgen
1034,GM_colocal,1.256298892276089,GeneMANIA,Colocalization,Performance_disgen
568,GM_coexp_97,1.2556892515692886,GeneMANIA,Coexpression,Performance_disgen
473,GM_coexp_97,1.2534205691927316,GeneMANIA,Coexpression,Performance_disgen
2856,GM_genetic_90,1.253273039558107,GeneMANIA,Genetic,Performance_disgen
3323,GM_genetic_90,1.2525115496587165,GeneMANIA,Genetic,Performance_disgen
3027,GM_genetic_90,1.2512917696084898,GeneMANIA,Genetic,Performance_disgen
3092,GM_genetic_90,1.2511379424025602,GeneMANIA,Genetic,Performance_disgen
311,GM_coexp_97,1.250385498151371,GeneMANIA,Coexpression,Performance_disgen
998,GM_colocal,1.2490079894227688,GeneMANIA,Colocalization,Performance_disgen
3056,GM_genetic_90,1.248725435377168,GeneMANIA,Genetic,Performance_disgen
178,GM_coexp_97,1.2485059017097413,GeneMANIA,Coexpression,Performance_disgen
3399,GM_genetic_90,1.2484513876808372,GeneMANIA,Genetic,Performance_disgen
2953,GM_genetic_90,1.245045543517391,GeneMANIA,Genetic,Performance_disgen
3335,GM_genetic_90,1.2416462589347783,GeneMANIA,Genetic,Performance_disgen
3404,GM_genetic_90,1.2409436037991088,GeneMANIA,Genetic,Performance_disgen
1234,GM_colocal,1.2406127311531538,GeneMANIA,Colocalization,Performance_disgen
5719,GM_predicted,1.2405628480594315,GeneMANIA,Orthology,Performance_disgen
3297,GM_genetic_90,1.2394936032633517,GeneMANIA,Genetic,Performance_disgen
3030,GM_genetic_90,1.239417475946638,GeneMANIA,Genetic,Performance_disgen
220,GM_coexp_97,1.2353051641390116,GeneMANIA,Coexpression,Performance_disgen
1217,GM_colocal,1.222723561086219,GeneMANIA,Colocalization,Performance_disgen
3349,GM_genetic_90,1.21980556377145,GeneMANIA,Genetic,Performance_disgen
596,GM_coexp_97,1.2176815636550429,GeneMANIA,Coexpression,Performance_disgen
287,GM_coexp_97,1.2139522369364122,GeneMANIA,Coexpression,Performance_disgen
467,GM_coexp_97,1.209699658996982,GeneMANIA,Coexpression,Performance_disgen
428,GM_coexp_97,1.208184304667024,GeneMANIA,Coexpression,Performance_disgen
2989,GM_genetic_90,1.207927704285246,GeneMANIA,Genetic,Performance_disgen
153,GM_coexp_97,1.2063611877788116,GeneMANIA,Coexpression,Performance_disgen
325,GM_coexp_97,1.2037391592330853,GeneMANIA,Coexpression,Performance_disgen
283,GM_coexp_97,1.192919797424456,GeneMANIA,Coexpression,Performance_disgen
310,GM_coexp_97,1.189646565299278,GeneMANIA,Coexpression,Performance_disgen
4843,GM_physical,1.1884762927164356,GeneMANIA,Physical,Performance_disgen
1656,GM_colocal,1.1869368471336157,GeneMANIA,Colocalization,Performance_disgen
2718,GM_genetic_90,1.186078095826233,GeneMANIA,Genetic,Performance_disgen
168,GM_coexp_97,1.1805205753164532,GeneMANIA,Coexpression,Performance_disgen
863,GM_coexp_97,1.1795362883780196,GeneMANIA,Coexpression,Performance_disgen
4622,GM_physical,1.1792254732032268,GeneMANIA,Physical,Performance_disgen
2721,GM_genetic_90,1.1679605477384725,GeneMANIA,Genetic,Performance_disgen
1304,GM_colocal,1.165382507056734,GeneMANIA,Colocalization,Performance_disgen
5371,GM_physical,1.1630737010054153,GeneMANIA,Physical,Performance_disgen
1538,GM_colocal,1.1626318877388215,GeneMANIA,Colocalization,Performance_disgen
2164,GM_domain,1.1612794393305823,GeneMANIA,Domain,Performance_disgen
566,GM_coexp_97,1.1545131318054642,GeneMANIA,Coexpression,Performance_disgen
826,GM_coexp_97,1.1533044329721152,GeneMANIA,Coexpression,Performance_disgen
653,GM_coexp_97,1.153013393489264,GeneMANIA,Coexpression,Performance_disgen
5259,GM_physical,1.136975285025726,GeneMANIA,Physical,Performance_disgen
769,GM_coexp_97,1.1343071097280093,GeneMANIA,Coexpression,Performance_disgen
876,GM_coexp_97,1.1334021013450424,GeneMANIA,Coexpression,Performance_disgen
354,GM_coexp_97,1.1268305545806472,GeneMANIA,Coexpression,Performance_disgen
3049,GM_genetic_90,1.1264912031504226,GeneMANIA,Genetic,Performance_disgen
1329,GM_colocal,1.1262251976191435,GeneMANIA,Colocalization,Performance_disgen
3475,GM_genetic_90,1.1249167875968733,GeneMANIA,Genetic,Performance_disgen
502,GM_coexp_97,1.1208381715515976,GeneMANIA,Coexpression,Performance_disgen
578,GM_coexp_97,1.1192878626434,GeneMANIA,Coexpression,Performance_disgen
676,GM_coexp_97,1.1192238208568597,GeneMANIA,Coexpression,Performance_disgen
3526,GM_genetic_90,1.1145984876500856,GeneMANIA,Genetic,Performance_disgen
324,GM_coexp_97,1.1095179831613853,GeneMANIA,Coexpression,Performance_disgen
900,GM_colocal,1.1086234733692435,GeneMANIA,Colocalization,Performance_disgen
3067,GM_genetic_90,1.1059934279388195,GeneMANIA,Genetic,Performance_disgen
2783,GM_genetic_90,1.1050133544273986,GeneMANIA,Genetic,Performance_disgen
754,GM_coexp_97,1.1039257926892772,GeneMANIA,Coexpression,Performance_disgen
3532,GM_genetic_90,1.1030432177465992,GeneMANIA,Genetic,Performance_disgen
5623,GM_predicted,1.0993872796766684,GeneMANIA,Orthology,Performance_disgen
4327,GM_pathway,1.097034060946152,GeneMANIA,Pathway,Performance_disgen
849,GM_coexp_97,1.093181598625843,GeneMANIA,Coexpression,Performance_disgen
238,GM_coexp_97,1.087514842186828,GeneMANIA,Coexpression,Performance_disgen
31,GM_coexp_97,1.084400490562437,GeneMANIA,Coexpression,Performance_disgen
501,GM_coexp_97,1.084013141459224,GeneMANIA,Coexpression,Performance_disgen
861,GM_coexp_97,1.081625909667704,GeneMANIA,Coexpression,Performance_disgen
3146,GM_genetic_90,1.081387367536295,GeneMANIA,Genetic,Performance_disgen
3041,GM_genetic_90,1.0799617563095218,GeneMANIA,Genetic,Performance_disgen
1120,GM_colocal,1.0797746833510584,GeneMANIA,Colocalization,Performance_disgen
3158,GM_genetic_90,1.0794749504273564,GeneMANIA,Genetic,Performance_disgen
130,GM_coexp_97,1.076885819593472,GeneMANIA,Coexpression,Performance_disgen
2851,GM_genetic_90,1.0754612098208736,GeneMANIA,Genetic,Performance_disgen
594,GM_coexp_97,1.0676363602385266,GeneMANIA,Coexpression,Performance_disgen
516,GM_coexp_97,1.056552599917487,GeneMANIA,Coexpression,Performance_disgen
3310,GM_genetic_90,1.0518887098473375,GeneMANIA,Genetic,Performance_disgen
487,GM_coexp_97,1.0445645779751491,GeneMANIA,Coexpression,Performance_disgen
1543,GM_colocal,1.0443290578055933,GeneMANIA,Colocalization,Performance_disgen
317,GM_coexp_97,1.0416354795440914,GeneMANIA,Coexpression,Performance_disgen
1598,GM_colocal,1.040251080559493,GeneMANIA,Colocalization,Performance_disgen
509,GM_coexp_97,1.038153545595976,GeneMANIA,Coexpression,Performance_disgen
832,GM_coexp_97,1.0380335502601468,GeneMANIA,Coexpression,Performance_disgen
1717,GM_colocal,1.0364696064528625,GeneMANIA,Colocalization,Performance_disgen
3217,GM_genetic_90,1.0347613881437734,GeneMANIA,Genetic,Performance_disgen
3040,GM_genetic_90,1.0316423034278568,GeneMANIA,Genetic,Performance_disgen
524,GM_coexp_97,1.026401492671017,GeneMANIA,Coexpression,Performance_disgen
2897,GM_genetic_90,1.023815896475352,GeneMANIA,Genetic,Performance_disgen
3306,GM_genetic_90,1.020685275075481,GeneMANIA,Genetic,Performance_disgen
112,GM_coexp_97,1.0205153386789991,GeneMANIA,Coexpression,Performance_disgen
3271,GM_genetic_90,1.019952393335222,GeneMANIA,Genetic,Performance_disgen
515,GM_coexp_97,1.0154356490373564,GeneMANIA,Coexpression,Performance_disgen
3559,GM_genetic_90,1.0151207795566892,GeneMANIA,Genetic,Performance_disgen
3440,GM_genetic_90,1.0133288407730852,GeneMANIA,Genetic,Performance_disgen
3411,GM_genetic_90,1.009351709377356,GeneMANIA,Genetic,Performance_disgen
762,GM_coexp_97,1.009025536876052,GeneMANIA,Coexpression,Performance_disgen
425,GM_coexp_97,1.0055906058744202,GeneMANIA,Coexpression,Performance_disgen
3453,GM_genetic_90,1.0045157753913798,GeneMANIA,Genetic,Performance_disgen
3451,GM_genetic_90,1.0025861551921262,GeneMANIA,Genetic,Performance_disgen
3243,GM_genetic_90,1.0017804586988135,GeneMANIA,Genetic,Performance_disgen
3122,GM_genetic_90,0.9933374317814608,GeneMANIA,Genetic,Performance_disgen
161,GM_coexp_97,0.988365740861096,GeneMANIA,Coexpression,Performance_disgen
3218,GM_genetic_90,0.9883162724296984,GeneMANIA,Genetic,Performance_disgen
888,GM_coexp_97,0.987804913741304,GeneMANIA,Coexpression,Performance_disgen
887,GM_coexp_97,0.9875172197789308,GeneMANIA,Coexpression,Performance_disgen
450,GM_coexp_97,0.9843392649342,GeneMANIA,Coexpression,Performance_disgen
69,GM_coexp_97,0.9826118353727162,GeneMANIA,Coexpression,Performance_disgen
893,GM_coexp_97,0.9780929712997746,GeneMANIA,Coexpression,Performance_disgen
6064,GM_predicted,0.9772031436229116,GeneMANIA,Orthology,Performance_disgen
453,GM_coexp_97,0.9752312375785676,GeneMANIA,Coexpression,Performance_disgen
396,GM_coexp_97,0.974135710826196,GeneMANIA,Coexpression,Performance_disgen
3101,GM_genetic_90,0.971626891883748,GeneMANIA,Genetic,Performance_disgen
3463,GM_genetic_90,0.9708556847036668,GeneMANIA,Genetic,Performance_disgen
1222,GM_colocal,0.9694257225465264,GeneMANIA,Colocalization,Performance_disgen
1116,GM_colocal,0.963376049997904,GeneMANIA,Colocalization,Performance_disgen
189,GM_coexp_97,0.9604984031567944,GeneMANIA,Coexpression,Performance_disgen
412,GM_coexp_97,0.960104878336464,GeneMANIA,Coexpression,Performance_disgen
859,GM_coexp_97,0.959013491448054,GeneMANIA,Coexpression,Performance_disgen
1255,GM_colocal,0.9540278809202812,GeneMANIA,Colocalization,Performance_disgen
3946,GM_pathway,0.9532587792991778,GeneMANIA,Pathway,Performance_disgen
565,GM_coexp_97,0.9521451579799656,GeneMANIA,Coexpression,Performance_disgen
2940,GM_genetic_90,0.9515639150742248,GeneMANIA,Genetic,Performance_disgen
2958,GM_genetic_90,0.948801039562505,GeneMANIA,Genetic,Performance_disgen
67,GM_coexp_97,0.9471627332486784,GeneMANIA,Coexpression,Performance_disgen
3291,GM_genetic_90,0.946975665008482,GeneMANIA,Genetic,Performance_disgen
436,GM_coexp_97,0.9453346537566198,GeneMANIA,Coexpression,Performance_disgen
5130,GM_physical,0.939829675284875,GeneMANIA,Physical,Performance_disgen
559,GM_coexp_97,0.9318002680986652,GeneMANIA,Coexpression,Performance_disgen
444,GM_coexp_97,0.930032348611764,GeneMANIA,Coexpression,Performance_disgen
321,GM_coexp_97,0.9283586269120946,GeneMANIA,Coexpression,Performance_disgen
2959,GM_genetic_90,0.9278678634059232,GeneMANIA,Genetic,Performance_disgen
1250,GM_colocal,0.923264957271182,GeneMANIA,Colocalization,Performance_disgen
3578,GM_genetic_90,0.9218991097782452,GeneMANIA,Genetic,Performance_disgen
3513,GM_genetic_90,0.9204273783832592,GeneMANIA,Genetic,Performance_disgen
3099,GM_genetic_90,0.9193663339252476,GeneMANIA,Genetic,Performance_disgen
682,GM_coexp_97,0.9184007991853734,GeneMANIA,Coexpression,Performance_disgen
3466,GM_genetic_90,0.917496331320106,GeneMANIA,Genetic,Performance_disgen
957,GM_colocal,0.9174803411147198,GeneMANIA,Colocalization,Performance_disgen
4013,GM_pathway,0.9157690804304616,GeneMANIA,Pathway,Performance_disgen
1171,GM_colocal,0.9150702068859728,GeneMANIA,Colocalization,Performance_disgen
3290,GM_genetic_90,0.9143825777282736,GeneMANIA,Genetic,Performance_disgen
1737,GM_colocal,0.9142013635837132,GeneMANIA,Colocalization,Performance_disgen
3277,GM_genetic_90,0.9135748375724734,GeneMANIA,Genetic,Performance_disgen
350,GM_coexp_97,0.9121143800353226,GeneMANIA,Coexpression,Performance_disgen
701,GM_coexp_97,0.9118878156263048,GeneMANIA,Coexpression,Performance_disgen
3571,GM_genetic_90,0.9095062893229556,GeneMANIA,Genetic,Performance_disgen
3393,GM_genetic_90,0.9068533646836278,GeneMANIA,Genetic,Performance_disgen
691,GM_coexp_97,0.9049590040524615,GeneMANIA,Coexpression,Performance_disgen
4979,GM_physical,0.9040675775432302,GeneMANIA,Physical,Performance_disgen
1425,GM_colocal,0.894034942684822,GeneMANIA,Colocalization,Performance_disgen
3342,GM_genetic_90,0.8888010410762569,GeneMANIA,Genetic,Performance_disgen
576,GM_coexp_97,0.8869242846111269,GeneMANIA,Coexpression,Performance_disgen
2944,GM_genetic_90,0.8863502911807282,GeneMANIA,Genetic,Performance_disgen
162,GM_coexp_97,0.8844219607530792,GeneMANIA,Coexpression,Performance_disgen
3168,GM_genetic_90,0.8844097342269208,GeneMANIA,Genetic,Performance_disgen
831,GM_coexp_97,0.8833589545455507,GeneMANIA,Coexpression,Performance_disgen
195,GM_coexp_97,0.8832311511218832,GeneMANIA,Coexpression,Performance_disgen
2711,GM_genetic_90,0.879237061706584,GeneMANIA,Genetic,Performance_disgen
3548,GM_genetic_90,0.8774725355673917,GeneMANIA,Genetic,Performance_disgen
2773,GM_genetic_90,0.8768261434021971,GeneMANIA,Genetic,Performance_disgen
292,GM_coexp_97,0.8710002772704325,GeneMANIA,Coexpression,Performance_disgen
3338,GM_genetic_90,0.8683973153139396,GeneMANIA,Genetic,Performance_disgen
109,GM_coexp_97,0.8674321479237996,GeneMANIA,Coexpression,Performance_disgen
3368,GM_genetic_90,0.8651653340104475,GeneMANIA,Genetic,Performance_disgen
56,GM_coexp_97,0.8641649136524774,GeneMANIA,Coexpression,Performance_disgen
254,GM_coexp_97,0.8641469123911145,GeneMANIA,Coexpression,Performance_disgen
2860,GM_genetic_90,0.8622542157542776,GeneMANIA,Genetic,Performance_disgen
3102,GM_genetic_90,0.8617767127816576,GeneMANIA,Genetic,Performance_disgen
807,GM_coexp_97,0.8598101570902534,GeneMANIA,Coexpression,Performance_disgen
3511,GM_genetic_90,0.8588118292867531,GeneMANIA,Genetic,Performance_disgen
3003,GM_genetic_90,0.8555203876165578,GeneMANIA,Genetic,Performance_disgen
3116,GM_genetic_90,0.8554078710364896,GeneMANIA,Genetic,Performance_disgen
302,GM_coexp_97,0.8415996663279144,GeneMANIA,Coexpression,Performance_disgen
2703,GM_genetic_90,0.8410410417344842,GeneMANIA,Genetic,Performance_disgen
181,GM_coexp_97,0.8409561950177395,GeneMANIA,Coexpression,Performance_disgen
293,GM_coexp_97,0.8331196634916845,GeneMANIA,Coexpression,Performance_disgen
649,GM_coexp_97,0.8319129483095151,GeneMANIA,Coexpression,Performance_disgen
316,GM_coexp_97,0.8317147667496217,GeneMANIA,Coexpression,Performance_disgen
3286,GM_genetic_90,0.8295742202856062,GeneMANIA,Genetic,Performance_disgen
4747,GM_physical,0.8291936785599532,GeneMANIA,Physical,Performance_disgen
665,GM_coexp_97,0.8254531612309859,GeneMANIA,Coexpression,Performance_disgen
3287,GM_genetic_90,0.8240269275412357,GeneMANIA,Genetic,Performance_disgen
146,GM_coexp_97,0.8206587854632247,GeneMANIA,Coexpression,Performance_disgen
401,GM_coexp_97,0.8064223275265141,GeneMANIA,Coexpression,Performance_disgen
200,GM_coexp_97,0.8043995988175222,GeneMANIA,Coexpression,Performance_disgen
83,GM_coexp_97,0.8031884646507835,GeneMANIA,Coexpression,Performance_disgen
3265,GM_genetic_90,0.8016707666427609,GeneMANIA,Genetic,Performance_disgen
2930,GM_genetic_90,0.7975298688538234,GeneMANIA,Genetic,Performance_disgen
458,GM_coexp_97,0.796059944267781,GeneMANIA,Coexpression,Performance_disgen
355,GM_coexp_97,0.7908606465816209,GeneMANIA,Coexpression,Performance_disgen
3423,GM_genetic_90,0.7906458092277264,GeneMANIA,Genetic,Performance_disgen
2992,GM_genetic_90,0.7904221320272751,GeneMANIA,Genetic,Performance_disgen
3159,GM_genetic_90,0.7888017011875974,GeneMANIA,Genetic,Performance_disgen
764,GM_coexp_97,0.785516592553234,GeneMANIA,Coexpression,Performance_disgen
3438,GM_genetic_90,0.7847362816176126,GeneMANIA,Genetic,Performance_disgen
378,GM_coexp_97,0.7841028548070635,GeneMANIA,Coexpression,Performance_disgen
641,GM_coexp_97,0.7836280166311634,GeneMANIA,Coexpression,Performance_disgen
702,GM_coexp_97,0.7801309796054422,GeneMANIA,Coexpression,Performance_disgen
172,GM_coexp_97,0.7747608147392003,GeneMANIA,Coexpression,Performance_disgen
678,GM_coexp_97,0.7720765036347399,GeneMANIA,Coexpression,Performance_disgen
3450,GM_genetic_90,0.771719264683522,GeneMANIA,Genetic,Performance_disgen
3175,GM_genetic_90,0.7697089997554911,GeneMANIA,Genetic,Performance_disgen
3052,GM_genetic_90,0.7683241051342604,GeneMANIA,Genetic,Performance_disgen
3480,GM_genetic_90,0.7664764068649956,GeneMANIA,Genetic,Performance_disgen
336,GM_coexp_97,0.7650210006921361,GeneMANIA,Coexpression,Performance_disgen
3334,GM_genetic_90,0.7615053449294182,GeneMANIA,Genetic,Performance_disgen
1158,GM_colocal,0.7610192685078551,GeneMANIA,Colocalization,Performance_disgen
51,GM_coexp_97,0.7610080083071104,GeneMANIA,Coexpression,Performance_disgen
492,GM_coexp_97,0.7589630888908379,GeneMANIA,Coexpression,Performance_disgen
4512,GM_physical,0.7549882147391921,GeneMANIA,Physical,Performance_disgen
303,GM_coexp_97,0.7529117735149725,GeneMANIA,Coexpression,Performance_disgen
84,GM_coexp_97,0.7512161009162861,GeneMANIA,Coexpression,Performance_disgen
3477,GM_genetic_90,0.7492326511756104,GeneMANIA,Genetic,Performance_disgen
1640,GM_colocal,0.7449163139347206,GeneMANIA,Colocalization,Performance_disgen
314,GM_coexp_97,0.7441888487814274,GeneMANIA,Coexpression,Performance_disgen
834,GM_coexp_97,0.7407430134656875,GeneMANIA,Coexpression,Performance_disgen
2829,GM_genetic_90,0.7335223714110175,GeneMANIA,Genetic,Performance_disgen
398,GM_coexp_97,0.7333190001557619,GeneMANIA,Coexpression,Performance_disgen
3570,GM_genetic_90,0.7316640965406289,GeneMANIA,Genetic,Performance_disgen
160,GM_coexp_97,0.7302175387667396,GeneMANIA,Coexpression,Performance_disgen
224,GM_coexp_97,0.7298356001533235,GeneMANIA,Coexpression,Performance_disgen
75,GM_coexp_97,0.7284667045914229,GeneMANIA,Coexpression,Performance_disgen
2915,GM_genetic_90,0.7259216576203386,GeneMANIA,Genetic,Performance_disgen
3517,GM_genetic_90,0.7257694674514413,GeneMANIA,Genetic,Performance_disgen
145,GM_coexp_97,0.7244789695926034,GeneMANIA,Coexpression,Performance_disgen
3584,GM_genetic_90,0.7212981281106826,GeneMANIA,Genetic,Performance_disgen
3481,GM_genetic_90,0.7120496535220159,GeneMANIA,Genetic,Performance_disgen
2874,GM_genetic_90,0.7117844730693295,GeneMANIA,Genetic,Performance_disgen
1173,GM_colocal,0.7115571156694129,GeneMANIA,Colocalization,Performance_disgen
488,GM_coexp_97,0.7110896700899801,GeneMANIA,Coexpression,Performance_disgen
3551,GM_genetic_90,0.7108691986048097,GeneMANIA,Genetic,Performance_disgen
2951,GM_genetic_90,0.7107624959494825,GeneMANIA,Genetic,Performance_disgen
3468,GM_genetic_90,0.7093905609511761,GeneMANIA,Genetic,Performance_disgen
720,GM_coexp_97,0.7071274972473912,GeneMANIA,Coexpression,Performance_disgen
73,GM_coexp_97,0.7035816697576683,GeneMANIA,Coexpression,Performance_disgen
141,GM_coexp_97,0.694522617600452,GeneMANIA,Coexpression,Performance_disgen
3357,GM_genetic_90,0.6944821422907381,GeneMANIA,Genetic,Performance_disgen
431,GM_coexp_97,0.694212125559716,GeneMANIA,Coexpression,Performance_disgen
4612,GM_physical,0.6937213032976581,GeneMANIA,Physical,Performance_disgen
158,GM_coexp_97,0.6928736548730384,GeneMANIA,Coexpression,Performance_disgen
3091,GM_genetic_90,0.6895093019599408,GeneMANIA,Genetic,Performance_disgen
3252,GM_genetic_90,0.6877102705847141,GeneMANIA,Genetic,Performance_disgen
4788,GM_physical,0.6875353769527132,GeneMANIA,Physical,Performance_disgen
2967,GM_genetic_90,0.6869490993527813,GeneMANIA,Genetic,Performance_disgen
553,GM_coexp_97,0.6797199757788622,GeneMANIA,Coexpression,Performance_disgen
3439,GM_genetic_90,0.6686178365463284,GeneMANIA,Genetic,Performance_disgen
1298,GM_colocal,0.6671880168155061,GeneMANIA,Colocalization,Performance_disgen
248,GM_coexp_97,0.6636199936469789,GeneMANIA,Coexpression,Performance_disgen
3209,GM_genetic_90,0.661228450266564,GeneMANIA,Genetic,Performance_disgen
2866,GM_genetic_90,0.6569947711944204,GeneMANIA,Genetic,Performance_disgen
1322,GM_colocal,0.654594142978962,GeneMANIA,Colocalization,Performance_disgen
