NCBI Gene ID A	NCBI Gene ID B	Network/Network Coverage	Analysis Set	Model Number	pTM	ipTM	Model Confidence
891	1022	25	Network Coverage	2	0.6	0.25	0.32
891	1022	25	Network Coverage	3	0.58	0.23	0.3
891	1022	25	Network Coverage	4	0.6	0.25	0.32
55090	81857	25	Network Coverage	0	0.36	0.16	0.2
55090	81857	25	Network Coverage	1	0.33	0.17	0.202
55090	81857	25	Network Coverage	2	0.33	0.17	0.202
55090	81857	25	Network Coverage	3	0.37	0.18	0.218
55090	81857	25	Network Coverage	4	0.39	0.19	0.23
196	9049	25	Network Coverage	0	0.3	0.17	0.196
196	9049	25	Network Coverage	1	0.3	0.22	0.236
196	9049	25	Network Coverage	2	0.43	0.68	0.63
196	9049	25	Network Coverage	3	0.3	0.17	0.196
196	9049	25	Network Coverage	4	0.29	0.17	0.194
3065	6670	25	Network Coverage	0	0.52	0.29	0.336
3065	6670	25	Network Coverage	1	0.51	0.28	0.326
3065	6670	25	Network Coverage	2	0.51	0.26	0.31
3065	6670	25	Network Coverage	3	0.51	0.16	0.23
3065	6670	25	Network Coverage	4	0.51	0.33	0.366
6143	6217	25	Network Coverage	0	0.31	0.06	0.11
6143	6217	25	Network Coverage	1	0.34	0.06	0.116
6143	6217	25	Network Coverage	2	0.33	0.06	0.114
6143	6217	25	Network Coverage	3	0.3	0.06	0.108
6143	6217	25	Network Coverage	4	0.33	0.06	0.114
2534	23607	25	Network Coverage	0	0.42	0.2	0.244
2534	23607	25	Network Coverage	1	0.43	0.17	0.222
2534	23607	25	Network Coverage	2	0.43	0.2	0.246
2534	23607	25	Network Coverage	3	0.43	0.19	0.238
2534	23607	25	Network Coverage	4	0.41	0.25	0.282
7535	26191	25	Network Coverage	0	0.34	0.31	0.316
7535	26191	25	Network Coverage	1	0.33	0.21	0.234
7535	26191	25	Network Coverage	2	0.34	0.2	0.228
7535	26191	25	Network Coverage	3	0.33	0.25	0.266
7535	26191	25	Network Coverage	4	0.33	0.24	0.258
79913	125476	25	Network Coverage	0	0.73	0.8	0.786
79913	125476	25	Network Coverage	1	0.73	0.79	0.778
79913	125476	25	Network Coverage	2	0.73	0.79	0.778
79913	125476	25	Network Coverage	3	0.73	0.79	0.778
79913	125476	25	Network Coverage	4	0.73	0.79	0.778
7532	26986	25	Network Coverage	0	0.36	0.21	0.24
7532	26986	25	Network Coverage	1	0.36	0.17	0.208
7532	26986	25	Network Coverage	2	0.36	0.15	0.192
7532	26986	25	Network Coverage	3	0.35	0.14	0.182
7532	26986	25	Network Coverage	4	0.36	0.18	0.216
5782	9564	25	Network Coverage	0	0.3	0.26	0.268
5782	9564	25	Network Coverage	1	0.3	0.28	0.284
5782	9564	25	Network Coverage	2	0.3	0.23	0.244
5782	9564	25	Network Coverage	3	0.32	0.28	0.288
5782	9564	25	Network Coverage	4	0.29	0.28	0.282
4172	79892	25	Network Coverage	0	0.59	0.73	0.702
4172	79892	25	Network Coverage	1	0.71	0.75	0.742
4172	79892	25	Network Coverage	2	0.72	0.74	0.736
4172	79892	25	Network Coverage	3	0.71	0.73	0.726
4172	79892	25	Network Coverage	4	0.58	0.71	0.684
5434	5439	25	Network Coverage	0	0.46	0.18	0.236
5434	5439	25	Network Coverage	1	0.42	0.09	0.156
5434	5439	25	Network Coverage	2	0.42	0.08	0.148
5434	5439	25	Network Coverage	3	0.42	0.08	0.148
5434	5439	25	Network Coverage	4	0.43	0.11	0.174
8452	10980	25	Network Coverage	0	0.57	0.14	0.226
8452	10980	25	Network Coverage	1	0.59	0.35	0.398
8452	10980	25	Network Coverage	2	0.58	0.14	0.228
8452	10980	25	Network Coverage	3	0.56	0.13	0.216
8452	10980	25	Network Coverage	4	0.58	0.14	0.228
3596	3598	25	Network Coverage	0	0.75	0.76	0.758
3596	3598	25	Network Coverage	1	0.75	0.76	0.758
3596	3598	25	Network Coverage	2	0.74	0.76	0.756
3596	3598	25	Network Coverage	3	0.76	0.77	0.768
3596	3598	25	Network Coverage	4	0.75	0.76	0.758
867	2185	25	Network Coverage	0	0.32	0.23	0.248
867	2185	25	Network Coverage	1	0.33	0.23	0.25
867	2185	25	Network Coverage	2	0.35	0.28	0.294
867	2185	25	Network Coverage	3	0.33	0.22	0.242
867	2185	25	Network Coverage	4	0.33	0.25	0.266
5566	5576	25	Network Coverage	0	0.78	0.79	0.788
5566	5576	25	Network Coverage	1	0.76	0.75	0.752
5566	5576	25	Network Coverage	2	0.78	0.83	0.82
5566	5576	25	Network Coverage	3	0.79	0.84	0.83
5566	5576	25	Network Coverage	4	0.8	0.85	0.84
335	3240	25	Network Coverage	0	0.51	0.18	0.246
335	3240	25	Network Coverage	1	0.5	0.14	0.212
335	3240	25	Network Coverage	2	0.51	0.16	0.23
335	3240	25	Network Coverage	3	0.51	0.16	0.23
335	3240	25	Network Coverage	4	0.51	0.23	0.286
2064	5296	25	Network Coverage	0	0.48	0.17	0.232
2064	5296	25	Network Coverage	1	0.49	0.17	0.234
2064	5296	25	Network Coverage	2	0.51	0.3	0.342
2064	5296	25	Network Coverage	3	0.49	0.18	0.242
2064	5296	25	Network Coverage	4	0.48	0.17	0.232
6198	253260	25	Network Coverage	0	0.6	0.31	0.368
6198	253260	25	Network Coverage	1	0.61	0.35	0.402
6198	253260	25	Network Coverage	2	0.6	0.31	0.368
6198	253260	25	Network Coverage	3	0.58	0.44	0.468
6198	253260	25	Network Coverage	4	0.6	0.31	0.368
3763	3765	25	Network Coverage	0	0.58	0.53	0.54
3763	3765	25	Network Coverage	1	0.59	0.55	0.558
3763	3765	25	Network Coverage	2	0.59	0.54	0.55
3763	3765	25	Network Coverage	3	0.56	0.49	0.504
3763	3765	25	Network Coverage	4	0.56	0.52	0.528
3662	6688	25	Network Coverage	0	0.33	0.29	0.298
3662	6688	25	Network Coverage	1	0.33	0.28	0.29
3662	6688	25	Network Coverage	2	0.37	0.38	0.378
3662	6688	25	Network Coverage	3	0.32	0.17	0.2
3662	6688	25	Network Coverage	4	0.33	0.2	0.226
6122	6141	25	Network Coverage	0	0.62	0.11	0.212
6122	6141	25	Network Coverage	1	0.6	0.1	0.2
6122	6141	25	Network Coverage	2	0.6	0.1	0.2
6122	6141	25	Network Coverage	3	0.6	0.11	0.208
6122	6141	25	Network Coverage	4	0.6	0.1	0.2
6429	10921	25	Network Coverage	0	0.2	0.12	0.136
6429	10921	25	Network Coverage	1	0.23	0.17	0.182
6429	10921	25	Network Coverage	2	0.22	0.14	0.156
6429	10921	25	Network Coverage	3	0.23	0.14	0.158
6429	10921	25	Network Coverage	4	0.21	0.12	0.138
8266	6449	25	Network Coverage	0	0.34	0.28	0.292
8266	6449	25	Network Coverage	1	0.33	0.37	0.362
8266	6449	25	Network Coverage	2	0.34	0.33	0.332
8266	6449	25	Network Coverage	3	0.34	0.43	0.412
8266	6449	25	Network Coverage	4	0.34	0.25	0.268
5595	9846	25	Network Coverage	0	0.28	0.23	0.24
5595	9846	25	Network Coverage	1	0.31	0.6	0.542
5595	9846	25	Network Coverage	2	0.29	0.31	0.306
5595	9846	25	Network Coverage	3	0.27	0.19	0.206
5595	9846	25	Network Coverage	4	0.27	0.17	0.19
6134	6156	25	Network Coverage	0	0.5	0.09	0.172
6134	6156	25	Network Coverage	1	0.54	0.07	0.164
6134	6156	25	Network Coverage	2	0.54	0.07	0.164
6134	6156	25	Network Coverage	3	0.46	0.07	0.148
6134	6156	25	Network Coverage	4	0.5	0.08	0.164
6601	6603	25	Network Coverage	0	0.36	0.6	0.552
6601	6603	25	Network Coverage	1	0.36	0.62	0.568
6601	6603	25	Network Coverage	2	0.37	0.64	0.586
6601	6603	25	Network Coverage	3	0.38	0.64	0.588
6601	6603	25	Network Coverage	4	0.37	0.61	0.562
919	5788	25	Network Coverage	0	0.22	0.15	0.164
919	5788	25	Network Coverage	1	0.22	0.15	0.164
919	5788	25	Network Coverage	2	0.24	0.2	0.208
919	5788	25	Network Coverage	3	0.23	0.14	0.158
919	5788	25	Network Coverage	4	0.22	0.15	0.164
10363	23186	25	Network Coverage	0	0.33	0.47	0.442
10363	23186	25	Network Coverage	1	0.22	0.11	0.132
10363	23186	25	Network Coverage	2	0.3	0.46	0.428
10363	23186	25	Network Coverage	3	0.31	0.48	0.446
10363	23186	25	Network Coverage	4	0.32	0.49	0.456
5708	10213	25	Network Coverage	0	0.75	0.45	0.51
5708	10213	25	Network Coverage	1	0.7	0.25	0.34
5708	10213	25	Network Coverage	2	0.71	0.3	0.382
5708	10213	25	Network Coverage	3	0.72	0.31	0.392
5708	10213	25	Network Coverage	4	0.7	0.3	0.38
25	1499	25	Network Coverage	0	0.39	0.2	0.238
25	1499	25	Network Coverage	1	0.4	0.38	0.384
25	1499	25	Network Coverage	2	0.39	0.25	0.278
25	1499	25	Network Coverage	3	0.39	0.29	0.31
25	1499	25	Network Coverage	4	0.39	0.19	0.23
2065	10193	25	Network Coverage	0	0.38	0.32	0.332
2065	10193	25	Network Coverage	1	0.4	0.23	0.264
2065	10193	25	Network Coverage	2	0.41	0.41	0.41
2065	10193	25	Network Coverage	3	0.4	0.2	0.24
2065	10193	25	Network Coverage	4	0.38	0.27	0.292
6877	6880	25	Network Coverage	0	0.65	0.68	0.674
6877	6880	25	Network Coverage	1	0.65	0.67	0.666
6877	6880	25	Network Coverage	2	0.62	0.67	0.66
6877	6880	25	Network Coverage	3	0.64	0.68	0.672
6877	6880	25	Network Coverage	4	0.65	0.67	0.666
2873	51138	25	Network Coverage	0	0.62	0.54	0.556
2873	51138	25	Network Coverage	1	0.67	0.63	0.638
2873	51138	25	Network Coverage	2	0.52	0.3	0.344
2873	51138	25	Network Coverage	3	0.45	0.26	0.298
2873	51138	25	Network Coverage	4	0.71	0.73	0.726
8626	28996	25	Network Coverage	0	0.35	0.19	0.222
8626	28996	25	Network Coverage	1	0.37	0.23	0.258
8626	28996	25	Network Coverage	2	0.36	0.2	0.232
8626	28996	25	Network Coverage	3	0.36	0.19	0.224
8626	28996	25	Network Coverage	4	0.36	0.22	0.248
7134	7136	25	Network Coverage	0	0.5	0.55	0.54
7134	7136	25	Network Coverage	1	0.49	0.57	0.554
7134	7136	25	Network Coverage	2	0.51	0.56	0.55
7134	7136	25	Network Coverage	3	0.52	0.58	0.568
7134	7136	25	Network Coverage	4	0.48	0.58	0.56
4149	83746	25	Network Coverage	0	0.59	0.25	0.318
4149	83746	25	Network Coverage	1	0.59	0.28	0.342
4149	83746	25	Network Coverage	2	0.59	0.3	0.358
4149	83746	25	Network Coverage	3	0.58	0.27	0.332
4149	83746	25	Network Coverage	4	0.59	0.29	0.35
8932	25942	25	Network Coverage	0	0.4	0.23	0.264
8932	25942	25	Network Coverage	1	0.39	0.2	0.238
8932	25942	25	Network Coverage	2	0.39	0.23	0.262
8932	25942	25	Network Coverage	3	0.39	0.22	0.254
8932	25942	25	Network Coverage	4	0.41	0.29	0.314
890	1164	25	Network Coverage	0	0.55	0.14	0.222
890	1164	25	Network Coverage	1	0.55	0.13	0.214
890	1164	25	Network Coverage	2	0.56	0.17	0.248
890	1164	25	Network Coverage	3	0.55	0.18	0.254
890	1164	25	Network Coverage	4	0.54	0.14	0.22
6045	83746	25	Network Coverage	0	0.48	0.16	0.224
6045	83746	25	Network Coverage	1	0.48	0.16	0.224
6045	83746	25	Network Coverage	2	0.49	0.2	0.258
6045	83746	25	Network Coverage	3	0.49	0.19	0.25
6045	83746	25	Network Coverage	4	0.51	0.26	0.31
5687	5719	25	Network Coverage	0	0.54	0.14	0.22
5687	5719	25	Network Coverage	1	0.54	0.15	0.228
5687	5719	25	Network Coverage	2	0.55	0.15	0.23
5687	5719	25	Network Coverage	3	0.55	0.13	0.214
5687	5719	25	Network Coverage	4	0.54	0.12	0.204
5469	7067	25	Network Coverage	0	0.36	0.52	0.488
5469	7067	25	Network Coverage	1	0.36	0.47	0.448
5469	7067	25	Network Coverage	2	0.38	0.57	0.532
5469	7067	25	Network Coverage	3	0.36	0.56	0.52
5469	7067	25	Network Coverage	4	0.37	0.61	0.562
2885	25930	25	Network Coverage	0	0.32	0.27	0.28
2885	25930	25	Network Coverage	1	0.32	0.22	0.24
2885	25930	25	Network Coverage	2	0.32	0.22	0.24
2885	25930	25	Network Coverage	3	0.32	0.2	0.224
2885	25930	25	Network Coverage	4	0.32	0.25	0.264
5970	23411	26	Network Coverage	0	0.37	0.16	0.202
5970	23411	26	Network Coverage	1	0.36	0.19	0.224
5970	23411	26	Network Coverage	2	0.36	0.18	0.216
5970	23411	26	Network Coverage	3	0.37	0.2	0.234
5970	23411	26	Network Coverage	4	0.38	0.21	0.244
8518	55250	26	Network Coverage	0	0.71	0.74	0.734
8518	55250	26	Network Coverage	1	0.69	0.75	0.738
8518	55250	26	Network Coverage	2	0.7	0.74	0.732
8518	55250	26	Network Coverage	3	0.7	0.75	0.74
8518	55250	26	Network Coverage	4	0.65	0.71	0.698
154	409	26	Network Coverage	0	0.53	0.21	0.274
154	409	26	Network Coverage	1	0.54	0.24	0.3
154	409	26	Network Coverage	2	0.53	0.23	0.29
154	409	26	Network Coverage	3	0.55	0.26	0.318
154	409	26	Network Coverage	4	0.54	0.22	0.284
8573	26047	26	Network Coverage	0	0.47	0.4	0.414
8573	26047	26	Network Coverage	1	0.48	0.34	0.368
8573	26047	26	Network Coverage	2	0.5	0.37	0.396
8573	26047	26	Network Coverage	3	0.51	0.37	0.398
8573	26047	26	Network Coverage	4	0.51	0.33	0.366
1385	5566	26	Network Coverage	0	0.65	0.49	0.522
1385	5566	26	Network Coverage	1	0.65	0.29	0.362
1385	5566	26	Network Coverage	2	0.64	0.57	0.584
1385	5566	26	Network Coverage	3	0.65	0.49	0.522
1385	5566	26	Network Coverage	4	0.65	0.69	0.682
2101	2104	26	Network Coverage	0	0.67	0.81	0.782
2101	2104	26	Network Coverage	1	0.66	0.81	0.78
2101	2104	26	Network Coverage	2	0.67	0.81	0.782
2101	2104	26	Network Coverage	3	0.67	0.81	0.782
2101	2104	26	Network Coverage	4	0.67	0.81	0.782
6637	8175	26	Network Coverage	0	0.28	0.16	0.184
6637	8175	26	Network Coverage	1	0.28	0.21	0.224
6637	8175	26	Network Coverage	2	0.28	0.17	0.192
6637	8175	26	Network Coverage	3	0.28	0.14	0.168
6637	8175	26	Network Coverage	4	0.29	0.21	0.226
5562	5563	26	Network Coverage	0	0.36	0.21	0.24
5562	5563	26	Network Coverage	1	0.37	0.22	0.25
5562	5563	26	Network Coverage	2	0.38	0.2	0.236
5562	5563	26	Network Coverage	3	0.37	0.19	0.226
5562	5563	26	Network Coverage	4	0.37	0.22	0.25
7529	55095	26	Network Coverage	0	0.46	0.18	0.236
7529	55095	26	Network Coverage	1	0.47	0.76	0.702
7529	55095	26	Network Coverage	2	0.46	0.28	0.316
7529	55095	26	Network Coverage	3	0.46	0.79	0.724
7529	55095	26	Network Coverage	4	0.44	0.13	0.192
51720	84142	26	Network Coverage	0	0.28	0.31	0.304
51720	84142	26	Network Coverage	1	0.29	0.35	0.338
51720	84142	26	Network Coverage	2	0.27	0.2	0.214
51720	84142	26	Network Coverage	3	0.29	0.23	0.242
51720	84142	26	Network Coverage	4	0.33	0.45	0.426
7532	23034	26	Network Coverage	0	0.46	0.17	0.228
7532	23034	26	Network Coverage	1	0.48	0.56	0.544
7532	23034	26	Network Coverage	2	0.46	0.56	0.54
7532	23034	26	Network Coverage	3	0.47	0.65	0.614
7532	23034	26	Network Coverage	4	0.48	0.6	0.576
317	57099	26	Network Coverage	0	0.65	0.16	0.258
317	57099	26	Network Coverage	1	0.66	0.18	0.276
317	57099	26	Network Coverage	2	0.63	0.19	0.278
317	57099	26	Network Coverage	3	0.66	0.18	0.276
317	57099	26	Network Coverage	4	0.66	0.18	0.276
160	8650	26	Network Coverage	0	0.43	0.32	0.342
160	8650	26	Network Coverage	1	0.45	0.38	0.394
160	8650	26	Network Coverage	2	0.43	0.32	0.342
160	8650	26	Network Coverage	3	0.45	0.33	0.354
160	8650	26	Network Coverage	4	0.44	0.4	0.408
2057	3717	26	Network Coverage	0	0.58	0.49	0.508
2057	3717	26	Network Coverage	1	0.64	0.58	0.592
2057	3717	26	Network Coverage	2	0.63	0.54	0.558
2057	3717	26	Network Coverage	3	0.64	0.54	0.56
2057	3717	26	Network Coverage	4	0.63	0.51	0.534
7334	55611	26	Network Coverage	0	0.65	0.85	0.81
7334	55611	26	Network Coverage	1	0.63	0.84	0.798
7334	55611	26	Network Coverage	2	0.64	0.82	0.784
7334	55611	26	Network Coverage	3	0.61	0.82	0.778
7334	55611	26	Network Coverage	4	0.67	0.86	0.822
7919	26097	26	Network Coverage	0	0.73	0.27	0.362
7919	26097	26	Network Coverage	1	0.58	0.2	0.276
7919	26097	26	Network Coverage	2	0.76	0.39	0.464
7919	26097	26	Network Coverage	3	0.48	0.2	0.256
7919	26097	26	Network Coverage	4	0.76	0.24	0.344
51147	79960	26	Network Coverage	0	0.3	0.55	0.5
51147	79960	26	Network Coverage	1	0.32	0.52	0.48
51147	79960	26	Network Coverage	2	0.29	0.52	0.474
51147	79960	26	Network Coverage	3	0.3	0.54	0.492
51147	79960	26	Network Coverage	4	0.34	0.57	0.524
988	10992	26	Network Coverage	0	0.24	0.2	0.208
988	10992	26	Network Coverage	1	0.27	0.26	0.262
988	10992	26	Network Coverage	2	0.24	0.18	0.192
988	10992	26	Network Coverage	3	0.23	0.2	0.206
988	10992	26	Network Coverage	4	0.24	0.18	0.192
7157	8626	26	Network Coverage	0	0.42	0.29	0.316
7157	8626	26	Network Coverage	1	0.44	0.3	0.328
7157	8626	26	Network Coverage	2	0.41	0.29	0.314
7157	8626	26	Network Coverage	3	0.41	0.3	0.322
7157	8626	26	Network Coverage	4	0.41	0.29	0.314
4904	10492	26	Network Coverage	0	0.41	0.17	0.218
4904	10492	26	Network Coverage	1	0.44	0.16	0.216
4904	10492	26	Network Coverage	2	0.46	0.16	0.22
4904	10492	26	Network Coverage	3	0.44	0.17	0.224
4904	10492	26	Network Coverage	4	0.44	0.2	0.248
727	729	26	Network Coverage	0	0.52	0.55	0.544
727	729	26	Network Coverage	1	0.51	0.52	0.518
727	729	26	Network Coverage	2	0.52	0.56	0.552
727	729	26	Network Coverage	3	0.5	0.57	0.556
727	729	26	Network Coverage	4	0.55	0.52	0.526
4175	23594	26	Network Coverage	0	0.53	0.64	0.618
4175	23594	26	Network Coverage	1	0.55	0.62	0.606
4175	23594	26	Network Coverage	2	0.55	0.61	0.598
4175	23594	26	Network Coverage	3	0.53	0.61	0.594
4175	23594	26	Network Coverage	4	0.51	0.66	0.63
5170	84433	26	Network Coverage	0	0.38	0.21	0.244
5170	84433	26	Network Coverage	1	0.37	0.19	0.226
5170	84433	26	Network Coverage	2	0.37	0.19	0.226
5170	84433	26	Network Coverage	3	0.37	0.19	0.226
5170	84433	26	Network Coverage	4	0.37	0.18	0.218
6885	8517	26	Network Coverage	0	0.36	0.23	0.256
6885	8517	26	Network Coverage	1	0.36	0.15	0.192
6885	8517	26	Network Coverage	2	0.36	0.28	0.296
6885	8517	26	Network Coverage	3	0.37	0.17	0.21
6885	8517	26	Network Coverage	4	0.37	0.18	0.218
3685	3693	26	Network Coverage	0	0.66	0.67	0.668
3685	3693	26	Network Coverage	1	0.63	0.62	0.622
3685	3693	26	Network Coverage	2	0.63	0.62	0.622
3685	3693	26	Network Coverage	3	0.63	0.62	0.622
3685	3693	26	Network Coverage	4	0.65	0.65	0.65
7030	7942	26	Network Coverage	0	0.36	0.36	0.36
7030	7942	26	Network Coverage	1	0.36	0.36	0.36
7030	7942	26	Network Coverage	2	0.35	0.35	0.35
7030	7942	26	Network Coverage	3	0.35	0.36	0.358
7030	7942	26	Network Coverage	4	0.34	0.35	0.348
9342	23673	26	Network Coverage	0	0.47	0.61	0.582
9342	23673	26	Network Coverage	1	0.47	0.62	0.59
9342	23673	26	Network Coverage	2	0.49	0.64	0.61
9342	23673	26	Network Coverage	3	0.49	0.65	0.618
9342	23673	26	Network Coverage	4	0.47	0.6	0.574
7706	23586	26	Network Coverage	0	0.49	0.23	0.282
7706	23586	26	Network Coverage	1	0.47	0.2	0.254
7706	23586	26	Network Coverage	2	0.47	0.19	0.246
7706	23586	26	Network Coverage	3	0.46	0.2	0.252
7706	23586	26	Network Coverage	4	0.48	0.23	0.28
3312	3337	26	Network Coverage	0	0.59	0.43	0.462
3312	3337	26	Network Coverage	1	0.59	0.46	0.486
3312	3337	26	Network Coverage	2	0.58	0.42	0.452
3312	3337	26	Network Coverage	3	0.6	0.49	0.512
3312	3337	26	Network Coverage	4	0.58	0.43	0.46
79016	80344	26	Network Coverage	0	0.66	0.24	0.324
79016	80344	26	Network Coverage	1	0.65	0.18	0.274
79016	80344	26	Network Coverage	2	0.66	0.22	0.308
79016	80344	26	Network Coverage	3	0.66	0.23	0.316
79016	80344	26	Network Coverage	4	0.67	0.26	0.342
5701	10213	26	Network Coverage	0	0.45	0.11	0.178
5701	10213	26	Network Coverage	1	0.43	0.12	0.182
5701	10213	26	Network Coverage	2	0.49	0.14	0.21
5701	10213	26	Network Coverage	3	0.45	0.16	0.218
5701	10213	26	Network Coverage	4	0.44	0.13	0.192
1977	8569	26	Network Coverage	0	0.49	0.12	0.194
1977	8569	26	Network Coverage	1	0.54	0.24	0.3
1977	8569	26	Network Coverage	2	0.55	0.29	0.342
1977	8569	26	Network Coverage	3	0.58	0.41	0.444
1977	8569	26	Network Coverage	4	0.5	0.14	0.212
132660	5934	26	Network Coverage	0	0.52	0.42	0.44
132660	5934	26	Network Coverage	1	0.47	0.26	0.302
132660	5934	26	Network Coverage	2	0.5	0.24	0.292
132660	5934	26	Network Coverage	3	0.51	0.23	0.286
132660	5934	26	Network Coverage	4	0.5	0.2	0.26
5465	10062	26	Network Coverage	0	0.56	0.53	0.536
5465	10062	26	Network Coverage	1	0.51	0.43	0.446
5465	10062	26	Network Coverage	2	0.51	0.41	0.43
5465	10062	26	Network Coverage	3	0.52	0.44	0.456
5465	10062	26	Network Coverage	4	0.52	0.45	0.464
1639	10120	26	Network Coverage	0	0.35	0.27	0.286
1639	10120	26	Network Coverage	1	0.35	0.18	0.214
1639	10120	26	Network Coverage	2	0.34	0.2	0.228
1639	10120	26	Network Coverage	3	0.35	0.3	0.31
1639	10120	26	Network Coverage	4	0.35	0.25	0.27
5704	5706	26	Network Coverage	0	0.53	0.45	0.466
5704	5706	26	Network Coverage	1	0.56	0.5	0.512
5704	5706	26	Network Coverage	2	0.44	0.32	0.344
5704	5706	26	Network Coverage	3	0.41	0.26	0.29
5704	5706	26	Network Coverage	4	0.47	0.37	0.39
4927	8021	26	Network Coverage	0	0.38	0.17	0.212
4927	8021	26	Network Coverage	1	0.36	0.21	0.24
4927	8021	26	Network Coverage	2	0.38	0.19	0.228
4927	8021	26	Network Coverage	3	0.37	0.2	0.234
4927	8021	26	Network Coverage	4	0.36	0.18	0.216
3554	3654	26	Network Coverage	0	0.37	0.23	0.258
3554	3654	26	Network Coverage	1	0.37	0.2	0.234
3554	3654	26	Network Coverage	2	0.38	0.23	0.26
3554	3654	26	Network Coverage	3	0.37	0.21	0.242
3554	3654	26	Network Coverage	4	0.37	0.21	0.242
7421	8648	26	Network Coverage	0	0.34	0.65	0.588
7421	8648	26	Network Coverage	1	0.3	0.64	0.572
7421	8648	26	Network Coverage	2	0.31	0.62	0.558
7421	8648	26	Network Coverage	3	0.31	0.65	0.582
7421	8648	26	Network Coverage	4	0.3	0.5	0.46
898	55294	26	Network Coverage	0	0.5	0.22	0.276
898	55294	26	Network Coverage	1	0.48	0.14	0.208
898	55294	26	Network Coverage	2	0.47	0.17	0.23
898	55294	26	Network Coverage	3	0.45	0.16	0.218
898	55294	26	Network Coverage	4	0.51	0.28	0.326
5191	5264	26	Network Coverage	0	0.55	0.85	0.79
5191	5264	26	Network Coverage	1	0.54	0.85	0.788
5191	5264	26	Network Coverage	2	0.56	0.77	0.728
5191	5264	26	Network Coverage	3	0.55	0.82	0.766
5191	5264	26	Network Coverage	4	0.56	0.85	0.792
2874	79718	26	Network Coverage	0	0.52	0.18	0.248
2874	79718	26	Network Coverage	1	0.53	0.19	0.258
2874	79718	26	Network Coverage	2	0.53	0.16	0.234
2874	79718	26	Network Coverage	3	0.54	0.23	0.292
2874	79718	26	Network Coverage	4	0.53	0.2	0.266
988	8175	26	Network Coverage	0	0.26	0.15	0.172
988	8175	26	Network Coverage	1	0.26	0.19	0.204
988	8175	26	Network Coverage	2	0.25	0.15	0.17
988	8175	26	Network Coverage	3	0.24	0.15	0.168
988	8175	26	Network Coverage	4	0.24	0.15	0.168
23404	115752	26	Network Coverage	0	0.69	0.25	0.338
23404	115752	26	Network Coverage	1	0.66	0.24	0.324
23404	115752	26	Network Coverage	2	0.69	0.26	0.346
23404	115752	26	Network Coverage	3	0.68	0.24	0.328
23404	115752	26	Network Coverage	4	0.69	0.24	0.33
4794	5970	27	Network Coverage	0	0.46	0.46	0.46
4794	5970	27	Network Coverage	1	0.46	0.47	0.468
4794	5970	27	Network Coverage	2	0.53	0.47	0.482
4794	5970	27	Network Coverage	3	0.52	0.47	0.48
4794	5970	27	Network Coverage	4	0.46	0.49	0.484
3014	10111	27	Network Coverage	0	0.42	0.22	0.26
3014	10111	27	Network Coverage	1	0.43	0.09	0.158
3014	10111	27	Network Coverage	2	0.41	0.1	0.162
3014	10111	27	Network Coverage	3	0.43	0.12	0.182
3014	10111	27	Network Coverage	4	0.42	0.11	0.172
84246	90390	27	Network Coverage	0	0.32	0.27	0.28
84246	90390	27	Network Coverage	1	0.31	0.16	0.19
84246	90390	27	Network Coverage	2	0.32	0.18	0.208
84246	90390	27	Network Coverage	3	0.31	0.1	0.142
84246	90390	27	Network Coverage	4	0.38	0.3	0.316
5717	5718	27	Network Coverage	0	0.64	0.61	0.616
5717	5718	27	Network Coverage	1	0.65	0.62	0.626
5717	5718	27	Network Coverage	2	0.64	0.61	0.616
5717	5718	27	Network Coverage	3	0.69	0.65	0.658
5717	5718	27	Network Coverage	4	0.64	0.6	0.608
1263	7157	27	Network Coverage	0	0.44	0.19	0.24
1263	7157	27	Network Coverage	1	0.44	0.2	0.248
1263	7157	27	Network Coverage	2	0.44	0.2	0.248
1263	7157	27	Network Coverage	3	0.44	0.19	0.24
1263	7157	27	Network Coverage	4	0.43	0.19	0.238
1017	1164	27	Network Coverage	0	0.75	0.85	0.83
1017	1164	27	Network Coverage	1	0.75	0.86	0.838
1017	1164	27	Network Coverage	2	0.73	0.85	0.826
1017	1164	27	Network Coverage	3	0.73	0.84	0.818
1017	1164	27	Network Coverage	4	0.73	0.87	0.842
1270	1271	27	Network Coverage	0	0.73	0.82	0.802
1270	1271	27	Network Coverage	1	0.73	0.83	0.81
1270	1271	27	Network Coverage	2	0.72	0.83	0.808
1270	1271	27	Network Coverage	3	0.73	0.83	0.81
1270	1271	27	Network Coverage	4	0.71	0.8	0.782
2237	7486	27	Network Coverage	0	0.41	0.29	0.314
2237	7486	27	Network Coverage	1	0.43	0.24	0.278
2237	7486	27	Network Coverage	2	0.42	0.35	0.364
2237	7486	27	Network Coverage	3	0.41	0.47	0.458
2237	7486	27	Network Coverage	4	0.4	0.43	0.424
7203	10576	27	Network Coverage	0	0.7	0.61	0.628
7203	10576	27	Network Coverage	1	0.63	0.51	0.534
7203	10576	27	Network Coverage	2	0.62	0.5	0.524
7203	10576	27	Network Coverage	3	0.68	0.59	0.608
7203	10576	27	Network Coverage	4	0.71	0.62	0.638
9092	59286	27	Network Coverage	0	0.22	0.92	0.78
9092	59286	27	Network Coverage	1	0.22	0.93	0.788
9092	59286	27	Network Coverage	2	0.22	0.93	0.788
9092	59286	27	Network Coverage	3	0.21	0.92	0.778
9092	59286	27	Network Coverage	4	0.22	0.93	0.788
