	ligase activity	nucleobase-containing small molecule metabolic process	mitochondrion organization	mitochondrion	generation of precursor metabolites and energy	isomerase activity	amino acid metabolic process	oxidoreductase activity	meiotic nuclear division	nucleolus	lysosome organization	autophagy	cytokinesis	protein catabolic process	nuclear envelope	protein-containing complex assembly	ATP-dependent activity	intracellular protein transport	establishment or maintenance of cell polarity	microtubule organizing center	cytoskeleton organization	cytoskeletal protein binding	structural molecule activity	programmed cell death	transcription regulator activity	regulation of DNA-templated transcription	DNA binding	protein glycosylation	peroxisome	lipid droplet	carbohydrate metabolic process	detoxification	sulfur compound metabolic process	cellular modified amino acid metabolic process	vitamin metabolic process	wound healing	protein localization to plasma membrane	lysosome	endosome	muscle system process	catalytic activity, acting on a protein	transferase activity	vesicle-mediated transport	GTPase activity	lipid binding	Golgi apparatus	extracellular space	immune system process	defense response to other organism	cell junction organization	cell motility	cell adhesion	lyase activity	endoplasmic reticulum	lipid metabolic process	transporter activity	transmembrane transport	extracellular matrix organization	cargo receptor activity	inflammatory response	circulatory system process	renal system process	digestive system process	cytoskeletal motor activity	microtubule-based movement	cilium	cilium organization	cyclase activity	nervous system process	receptor ligand activity	extracellular matrix	translation regulator activity	regulatory ncRNA-mediated gene silencing	cytoplasmic translation	DNA recombination	chromosome segregation	DNA repair	catalytic activity, acting on DNA	telomere organization	nuclear chromosome	DNA replication	nucleocytoplasmic transport	chromatin organization	histone binding	protein folding	molecular carrier activity	RNA binding	mRNA metabolic process	catalytic activity, acting on RNA	tRNA metabolic process	mitochondrial gene expression	ribosome biogenesis	ribosome
extracellular space	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1914805861680659	0.16960235643753285	0.17553576348757072	0.18118902352507166	0.1755763312310703	0.17832362673028296	0.17352725772345143	0.16589033675563422	0.1609759969085923	0.132739453564673	0.14444813233272624	0.1821229511358631	0.18176367654543046	0.18514072787435654	0.18292537027731917	0.18003409834932008	0.17288642229726284	0.1609782374488257	0.1271418736655867	0.11962271532101974	0.10967214193969496	0.1377079047604747	0.10834771697334594	0.14378459048171907	0.16646021353152834	0.0848962858456151	0.043341523662485504	0.31402485722413076	0.18307182692760324	0.19794743898948314	0.19250665353128799	0.2099957668971356	0.23421531191578102	0.21325722847414355	0.20739668243972725	0.23953815446345872	0.23395199834358052	0.2339516841955491	0.23961038385521452	0.22611439484465687	0.1950806376669567	0.20080818924972846	0.17708865033806334	0.16572432816849833	0.18093136527083045	0.22603125828985762	0.24966379121989749
immune system process	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20856143322344212	0.2096323588807246	0.18248062376037122	0.18634611863111789	0.19138325816523766	0.17251397180299277	0.16470596171109161	0.15740605382196066	0.13138270961229181	0.14522670958148	0.17477913698353634	0.19789339768016914	0.21783175837044622	0.18361845434798027	0.17234152264675062	0.17502169108619137	0.14940441626034245	0.13295117174279222	0.12662126860295003	0.12077273409559318	0.15798024234004784	0.11465328182536406	0.179129556243654	0.15765906633768642	0.07670649107019654	0.04349697863178455	0.26465189917756016	0.20500041558242277	0.20424856162984767	0.20673604132561413	0.2238176496390536	0.24034012321182957	0.21964537861538222	0.21836301557092533	0.2449337434562456	0.2439140370241669	0.24640901051456723	0.21065633788214558	0.21034338702607933	0.18458608212945335	0.1998148441704945	0.17900099706769543	0.16190941308042003	0.16935206352894244	0.21015437392795883	0.21133887803650397
defense response to other organism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24925152500481434	0.1757797071955979	0.18884089692111247	0.19828433468993584	0.16805305137059562	0.1650090325355241	0.1551675784329656	0.1273317023557547	0.1419506935998361	0.17175858107894487	0.20944085145740296	0.23728869321784488	0.17910482898248073	0.16508032077066948	0.17893915992853032	0.14380897526149997	0.12880452018355154	0.12174475719874114	0.11482594722774028	0.14688607233728865	0.11032884946019132	0.1846932614287723	0.15973781169522674	0.08058228665968341	0.04556274891999142	0.28265474865165746	0.20531374851959056	0.2046637819090691	0.20568651499099996	0.22454696536037133	0.24238148858614136	0.21730358032829053	0.21521951161313221	0.2502790114731552	0.24355472600250005	0.24387199234367468	0.2198588207067962	0.21483031369378794	0.19248577045734505	0.20494752016240814	0.18661773174945584	0.16258020598283057	0.17367924432584897	0.2184966667122969	0.2255065107958564
cell junction organization	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2906137508030334	0.2177311128880854	0.2332896266331892	0.1886041371103172	0.17461550043955018	0.15682983295103076	0.16034120169199426	0.17546849384416602	0.21106951803491836	0.18826016224172468	0.19331323874915768	0.22704668247453613	0.20627321502269913	0.1839009061677872	0.20350407397235193	0.16016305934359232	0.14882306117807595	0.1411988053464763	0.18944723618090453	0.14918692380942414	0.169561719045816	0.18975475492130195	0.0838352970827295	0.04709686544001829	0.2809753553266397	0.18678814590145806	0.21593435558917234	0.20149546100719748	0.2171096339912924	0.23444469104160254	0.22096542625431687	0.21067860536089597	0.2617063005638637	0.258981328507636	0.26079074489329185	0.21246057448181452	0.20888157894736842	0.19461132253316835	0.20943628521184038	0.1596421813177361	0.1385686758392211	0.14928126556033533	0.206453005002466	0.21126846981520422
cell motility	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21799876901433218	0.2098755282240163	0.1805828627780265	0.16646698301848362	0.15775905575905577	0.13524886565682864	0.1507524117377646	0.21115460232350314	0.199042036229967	0.2089889390870852	0.2070017088852592	0.19603008793670978	0.18241231647634584	0.17888380340753876	0.1511793995541376	0.14532242321337419	0.14178111348230865	0.17637754815296544	0.12638873029078734	0.18697349959711274	0.1874203807337112	0.0765734461245976	0.04486573736325253	0.26018576121716164	0.19165988716259566	0.20847250330442985	0.1990159279096903	0.21693919624954108	0.23354818603787042	0.21628110290993047	0.21041531082025694	0.24967459289858945	0.250647945678444	0.24980852931836436	0.2070474127593615	0.19974172478748325	0.1834850644853896	0.19765806149094242	0.1620037648808355	0.1437597976242353	0.15059747074135563	0.19652061736926976	0.19958961573746611
cell adhesion	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24714819119719397	0.1737981893067422	0.16603443442719307	0.15260420121090382	0.1365197856548649	0.15259486023986693	0.2287849591496888	0.21804184953913425	0.21979216648409186	0.20988653894547962	0.19608900808614466	0.1831727077368161	0.16632353928435564	0.13474756097685206	0.1307498256838867	0.12273703439380348	0.17044487065537728	0.13050017358632732	0.19328095191903516	0.21060861355304605	0.06955688342265105	0.04189407894238131	0.24509874754034264	0.18146163149698794	0.18933789961652192	0.18395866914289719	0.20351546653562136	0.21614725523961528	0.19929804591159173	0.19371988156740194	0.23570440719156455	0.23513760801945	0.23464628778085062	0.1933681941114188	0.18598345788742138	0.17033505508038058	0.18291318684447183	0.1472592737576246	0.12667620801010104	0.13406813547282603	0.17879410270321475	0.18586875008521836
lyase activity	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29340933621154885	0.1722208625170063	0.19489261815599776	0.16710072601882703	0.18299187318149895	0.15824016262523596	0.1710151083065348	0.20478541524193952	0.2423746856534551	0.2351091406150403	0.22698341101588734	0.15378342350819416	0.13076784761208896	0.14140945878030606	0.11266365129315485	0.2667039711822617	0.15901518285448096	0.19011469890635926	0.14360603653693407	0.0811946253087166	0.04177277374297967	0.2838401410800248	0.1846642738429723	0.19066376545009983	0.1949550722590393	0.2161113551758422	0.22647656242333847	0.21234443144346346	0.20902561269189787	0.23278101209135693	0.2377673825324726	0.2377158846780174	0.22191273586855004	0.22407465660060816	0.18600442077050583	0.19081368278762392	0.18626122455980856	0.18413369296221116	0.20608901917783695	0.22834602894841677	0.2363167914127784
endoplasmic reticulum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22016565562519338	0.19376564032835064	0.15583076044575994	0.1625060618857784	0.16693225476499352	0.17075263941965152	0.17198174386527434	0.18341973059083636	0.1636830957782786	0.16894893825401772	0.14954294937735738	0.13293091384197675	0.12013673884656734	0.11271189447144586	0.1252518398298682	0.10988265679719332	0.11721595515797714	0.13742604053838212	0.0881930013412465	0.04579218173283138	0.32130283371426027	0.19085357669142872	0.20983179001268154	0.20604367275387797	0.2225683072906716	0.23716206139604978	0.22875348918559277	0.22045386787323967	0.2525514051205786	0.25216316274574246	0.25832288576990897	0.2677737415672029	0.25695564986242597	0.2046528708697717	0.2109634405964448	0.18916972131961007	0.1787172213381305	0.20684162010423224	0.2438077056801061	0.2640714113665405
lipid metabolic process	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24783289163414787	0.1518976236317473	0.15833448405066217	0.14632088864707188	0.1644917356606988	0.17160434426802537	0.18441339436280416	0.1757873774850646	0.19488895769785688	0.12703261439723534	0.12297479116174492	0.11709599283288907	0.10650331068444881	0.13613016569967676	0.10859039475869654	0.12368798589177266	0.12291777019049746	0.0797785383394454	0.04206098293836386	0.2869908902943893	0.1823212539858013	0.19146625893602784	0.19415066405504688	0.2157990292745756	0.22139547455401962	0.2123654882536582	0.20870181868062188	0.2304473088342834	0.23927726868912058	0.24404369710481108	0.23296382312951722	0.22893182115174315	0.1847711588076519	0.1896961495651692	0.17987933472129897	0.1756848415893576	0.20649651972157773	0.21349905115227402	0.23917745987333966
transporter activity	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21998508965823926	0.2004881577970633	0.12318749738832477	0.1339555701108018	0.13908935266454284	0.20240706879175338	0.186289972692239	0.17420585721679888	0.12467913458012468	0.10818550665091675	0.10781490262027943	0.0883073799915827	0.1491767216148341	0.12447479536471247	0.10170127871013013	0.10491193281231774	0.0630972705532595	0.034012220348639356	0.222723707389834	0.13847528812509857	0.14916077595945904	0.15022043353768785	0.16526033136862056	0.16995464252307585	0.16849593755181694	0.1586669947289228	0.18475947725840516	0.19739237379045801	0.20038504909375945	0.18023305947803955	0.18751689752085862	0.14578827666534042	0.15035710667612198	0.13122111233974434	0.12250599228586954	0.16279472256433786	0.1662324127149557	0.18907196704043214
transmembrane transport	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21057291240454326	0.1379078534356303	0.14529098718629843	0.1566236693893744	0.21185526661586385	0.19617675239216778	0.18297481245963534	0.1361278225224848	0.11670723885168713	0.11628507720680371	0.09645857125939397	0.17035232237340858	0.12823948534030996	0.12306812105657149	0.11938147246193859	0.0687785161229101	0.0367436129682227	0.24112016062894148	0.15121042531495146	0.1631812083395447	0.16286924594486085	0.17919569751512848	0.18663829242163119	0.1805888664478667	0.17248538085863188	0.20252727018924613	0.2104708127101111	0.21307492871870598	0.1948898717316594	0.19966598723075407	0.15877916475268464	0.1645728442030373	0.14345877782879732	0.1346090399208182	0.17623743970894315	0.18034818298050648	0.20455731115919742
extracellular matrix organization	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35812738597548727	0.24706806282722513	0.2073898863921442	0.2093970267508139	0.20829679430965606	0.1747748784487471	0.15103067683817561	0.11520571746395822	0.11417110006747966	0.10428831394888836	0.15282865282865282	0.11963701576147913	0.20782786401555386	0.30827899358923433	0.05579424707923483	0.03809179219660989	0.20573730067400953	0.15455496013592995	0.16258048538880635	0.1603001725251114	0.17814836662787176	0.18043356856374068	0.1735182155906499	0.16696157161653283	0.20238819225237226	0.21265791000320367	0.20867616033755274	0.17899359769574083	0.15996021340084998	0.14242839413153552	0.15274972986317115	0.11960990181000829	0.10275220560030687	0.12027246063599877	0.13860695585188887	0.16354166666666667
cargo receptor activity	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34049586776859503	0.24318929404818804	0.20440804660877213	0.20045789875349784	0.20911004209260373	0.12121212121212122	0.10592272692218709	0.10700309561357398	0.09380359098328478	0.16758193091231177	0.11438484999840594	0.20971323898912286	0.24323335771762986	0.05482409226161536	0.03534646714752216	0.19614682837823333	0.1482519869325662	0.14599203863484814	0.14124215705243373	0.16579232242484804	0.16365404163167896	0.15438974727512278	0.1522260730471874	0.19550482525764104	0.1878617945007236	0.18725895316804408	0.1704638522820341	0.16898858717040535	0.13682644818263248	0.14662635701525353	0.12142512310514628	0.1012605392770682	0.1148961902842169	0.13780448020878644	0.15103305785123966
inflammatory response	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2867346677914973	0.21890538772259202	0.21168671655182628	0.21622903328900298	0.13266695639576995	0.12253346576076925	0.12445174124583563	0.11027207828713002	0.21657550342368623	0.12807846584576674	0.24482796019630704	0.19570797905490572	0.06593770532084804	0.04000446702041527	0.2261454022482463	0.18576708563499053	0.17804763483642794	0.17871520099790214	0.20079192126365566	0.20969457437422193	0.18649452739034308	0.18642330858436723	0.23047985863773157	0.22148027842227377	0.21905030957930174	0.19323509200580286	0.1921015241539654	0.16136698541738018	0.1746430440956587	0.15456189684079896	0.13382070114765418	0.13896333859265944	0.16730970806663842	0.1767173595743679
circulatory system process	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2967037219252519	0.2787870832239433	0.24085254854368932	0.16479241210882037	0.13258964349422198	0.1418385910434653	0.11587585175336547	0.2707466310696618	0.1621717940216916	0.2152060253499192	0.1930511809286855	0.06753305670383306	0.040050414791545905	0.24008974511094092	0.1633319122035842	0.17397485053288275	0.17122292565440952	0.19046443411345768	0.20072665251263647	0.1858628659476117	0.18078752910213583	0.22896184560780833	0.22272827477744672	0.21934657714404374	0.19832954137229075	0.19587367888108348	0.16152595190289729	0.1715431125689933	0.14163235048689515	0.1266737138830162	0.13713434891824	0.17026124683755267	0.1841016057585825
renal system process	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3128205128205128	0.25812122064407256	0.14177681330966002	0.11135708217161866	0.12842689295039164	0.09622264107397008	0.27310680416931626	0.16086216563543532	0.22442692760713961	0.19671039217018962	0.055620916215678114	0.03415378107292745	0.21163836163836164	0.13671431813024734	0.14480242246421787	0.14022562677677872	0.16392489682032205	0.17042369395310572	0.1539204756596061	0.14932862775372907	0.19566390576972711	0.19473002978038284	0.1864602365612078	0.17574686351978927	0.16616601948860724	0.13181729552414562	0.14084617881700226	0.1072988371466058	0.09273504273504274	0.09723264540337712	0.12869433198380567	0.15599358974358973
digestive system process	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2690575479566305	0.12665112665112666	0.1124936372377128	0.1221925906885583	0.10025683569334273	0.2448202959830867	0.1404656228408146	0.2082150191981427	0.1721771277023226	0.060941176470588235	0.0361794500723589	0.2113931523022432	0.14950388844194154	0.15463780035119695	0.15447179190927196	0.17460499198534463	0.17355371900826447	0.16517347386912604	0.16365710560625815	0.2010812309398392	0.20107201930132199	0.1968181818181818	0.17379909087186207	0.17766233766233766	0.1455903551303892	0.15812974569471738	0.1330288870008496	0.11877869605142333	0.12777161862527717	0.15311004784688995	0.16318181818181818
cytoskeletal motor activity	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.524904214559387	0.2802914480117901	0.23978389796084165	0.2752199098905814	0.12463369963369964	0.1248653224565184	0.07157700687112452	0.12257255896831869	0.09693313222724988	0.051084146597894786	0.37984237984237984	0.2377026447822908	0.3328505761601914	0.25623543873190113	0.26784791594901824	0.3124457242104301	0.30208935502518786	0.28046688315666934	0.2963831561392537	0.29023583195949815	0.29284188034188036	0.25771925771925774	0.23817663817663817	0.23883627959538284	0.2511640107548036	0.1965013179966451	0.17530000863334197	0.18850323118615803	0.27912730544309494	0.2876068376068376
microtubule-based movement	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26123651303517875	0.21194722085677353	0.25566958341780405	0.0974475767254548	0.10053313023610053	0.06471867214349535	0.0838920457667916	0.0804217043824468	0.04562109508633573	0.2796578503549752	0.1999064078507297	0.26044084412411433	0.21729201670836823	0.22826048632576068	0.2563063999667318	0.25139014126841	0.23245027205423244	0.24663296469829465	0.26714083290427176	0.2736733649129401	0.2211547221112676	0.2020294792978298	0.19299732254206192	0.21004114866222098	0.16669997565415823	0.14796487424792246	0.16312789826554513	0.21710014733567978	0.21638154484188699
cilium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21717558948374335	0.22935776301370914	0.1293418377247378	0.10800669004520054	0.08137096401681371	0.08972309639176115	0.06649779393831896	0.039295466864851414	0.23112929748747563	0.17168410957761748	0.21613419220958888	0.18611352954848978	0.19710244686879716	0.21765969374578759	0.21492306291541474	0.1982308358139633	0.21311475409836064	0.23631312911589025	0.23949744797801334	0.19225359961363528	0.17177191328934968	0.1611934181676605	0.17682721099911433	0.13966953975540217	0.12294989321895765	0.13492918498089573	0.17542330194893255	0.17875441696113073
cilium organization	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3148496240601504	0.08207362697215104	0.0912993164541886	0.055181643047269836	0.07359196455783425	0.06825334266672158	0.0416027496382055	0.23991883116883117	0.18273265632720487	0.24167099911312273	0.19945649901751744	0.21123558712586352	0.23365285632160857	0.2336316533207725	0.21545961252397083	0.2238975492624919	0.25394409693603603	0.26103125	0.19712789322520696	0.17393271268363533	0.16814061422420487	0.1865473145780051	0.1439018691588785	0.12472222222222222	0.13664634146341464	0.18434362124688525	0.18389583333333334
cyclase activity	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.503405017921147	0.18966521779339685	0.24825263157894736	0.14623588060831702	0.039462516491735225	0.02816326319652262	0.11950371057513914	0.10994521702486304	0.11496782193347829	0.11189746713728582	0.12614363209456725	0.12746614717622567	0.12389579020013802	0.11639933946927124	0.15856315078638958	0.16534098126777216	0.1615327380952381	0.11523487773487774	0.11993197278911565	0.09375809881530973	0.1101950771676129	0.07954839409541134	0.06305916305916306	0.0578397212543554	0.08370535714285714	0.08449404761904762
nervous system process	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18872366278445019	0.1255234668434176	0.11209025339712222	0.04409894206701503	0.026260082145301945	0.14387132047595397	0.10986106687294292	0.12034306061229845	0.11726648013526572	0.1275768605532276	0.13287780466344037	0.12876174745646415	0.12172899403104043	0.1427467880159124	0.15633895336106854	0.1539442145717002	0.12254659266272326	0.11945369508790832	0.10343397473133431	0.11469093880261956	0.09099318256900021	0.0816698151790757	0.08575806382086582	0.10576888518677471	0.11092901881709633
