index,Network,Performance,method,num_nets,min_nets,Group,GeneSet,Comparator,Disease
MONDO_0002009,OC_nocite_14__composite_min2,44.72018091472169,OC,14,2,NOCITE,Genetic,False,2161
MONDO_0004892,OC_nocite_14__composite_min2,23.198765719021736,OC,14,2,NOCITE,Genetic,False,2162
MONDO_0004907,OC_nocite_14__composite_min2,5.865392032226709,OC,14,2,NOCITE,Genetic,False,2163
MONDO_0004975,OC_nocite_14__composite_min2,25.912129677214264,OC,14,2,NOCITE,Genetic,False,2164
MONDO_0004976,OC_nocite_14__composite_min2,16.918687955105753,OC,14,2,NOCITE,Genetic,False,2165
MONDO_0004985,OC_nocite_14__composite_min2,40.22441949700253,OC,14,2,NOCITE,Genetic,False,2166
MONDO_0004992,OC_nocite_14__composite_min2,17.378583477222186,OC,14,2,NOCITE,Genetic,False,2167
MONDO_0005041,OC_nocite_14__composite_min2,19.220114759410286,OC,14,2,NOCITE,Genetic,False,2168
MONDO_0005129,OC_nocite_14__composite_min2,2.497324383420604,OC,14,2,NOCITE,Genetic,False,2169
MONDO_0005147,OC_nocite_14__composite_min2,26.94424829543262,OC,14,2,NOCITE,Genetic,False,2170
MONDO_0005178,OC_nocite_14__composite_min2,2.0630861626960795,OC,14,2,NOCITE,Genetic,False,2171
MONDO_0005180,OC_nocite_14__composite_min2,10.829866160703547,OC,14,2,NOCITE,Genetic,False,2172
MONDO_0005271,OC_nocite_14__composite_min2,27.18295163668381,OC,14,2,NOCITE,Genetic,False,2173
MONDO_0005277,OC_nocite_14__composite_min2,11.413378315868949,OC,14,2,NOCITE,Genetic,False,2174
MONDO_0005301,OC_nocite_14__composite_min2,35.37271023039054,OC,14,2,NOCITE,Genetic,False,2175
MONDO_0005405,OC_nocite_14__composite_min2,27.98285182963518,OC,14,2,NOCITE,Genetic,False,2176
MONDO_0005575,OC_nocite_14__composite_min2,17.22062988898855,OC,14,2,NOCITE,Genetic,False,2177
MONDO_0021400,OC_nocite_14__composite_min2,10.35820070809277,OC,14,2,NOCITE,Genetic,False,2178
MONDO_0024647,OC_nocite_14__composite_min2,15.846441282278962,OC,14,2,NOCITE,Genetic,False,2179
MONDO_0100096,OC_nocite_14__composite_min2,13.545283561079286,OC,14,2,NOCITE,Genetic,False,2180
OBA_2001001,OC_nocite_14__composite_min2,11.97597995866382,OC,14,2,NOCITE,Genetic,False,2181
OBA_2001015,OC_nocite_14__composite_min2,10.779645643925564,OC,14,2,NOCITE,Genetic,False,2182
OBA_2050328,OC_nocite_14__composite_min2,4.046506521855782,OC,14,2,NOCITE,Genetic,False,2183
PATO_0000047,OC_nocite_14__composite_min2,27.74452524997448,OC,14,2,NOCITE,Genetic,False,2184
EFO_0000095,OC_nocite_16__composite_min2,42.98866862412684,OC,16,2,NOCITE,Genetic,False,2185
EFO_0000183,OC_nocite_16__composite_min2,3.476411720153331,OC,16,2,NOCITE,Genetic,False,2186
EFO_0000195,OC_nocite_16__composite_min2,28.118669036291397,OC,16,2,NOCITE,Genetic,False,2187
EFO_0000274,OC_nocite_16__composite_min2,22.70718663410669,OC,16,2,NOCITE,Genetic,False,2188
EFO_0000319,OC_nocite_16__composite_min2,5.885924494372544,OC,16,2,NOCITE,Genetic,False,2189
EFO_0000341,OC_nocite_16__composite_min2,22.09028256339841,OC,16,2,NOCITE,Genetic,False,2190
EFO_0000384,OC_nocite_16__composite_min2,31.53190074148217,OC,16,2,NOCITE,Genetic,False,2191
EFO_0000389,OC_nocite_16__composite_min2,8.88885018279332,OC,16,2,NOCITE,Genetic,False,2192
EFO_0000400,OC_nocite_16__composite_min2,4.950878406224203,OC,16,2,NOCITE,Genetic,False,2193
EFO_0000537,OC_nocite_16__composite_min2,11.482622766625816,OC,16,2,NOCITE,Genetic,False,2194
EFO_0000555,OC_nocite_16__composite_min2,20.54998543027529,OC,16,2,NOCITE,Genetic,False,2195
EFO_0000571,OC_nocite_16__composite_min2,13.01090990062969,OC,16,2,NOCITE,Genetic,False,2196
EFO_0000612,OC_nocite_16__composite_min2,22.00982907703088,OC,16,2,NOCITE,Genetic,False,2197
EFO_0000676,OC_nocite_16__composite_min2,11.290054958683514,OC,16,2,NOCITE,Genetic,False,2198
EFO_0000684,OC_nocite_16__composite_min2,12.17142171495098,OC,16,2,NOCITE,Genetic,False,2199
EFO_0000707,OC_nocite_16__composite_min2,16.662924282147188,OC,16,2,NOCITE,Genetic,False,2200
EFO_0000729,OC_nocite_16__composite_min2,36.48555270448329,OC,16,2,NOCITE,Genetic,False,2201
EFO_0000731,OC_nocite_16__composite_min2,2.022998326415538,OC,16,2,NOCITE,Genetic,False,2202
EFO_0000756,OC_nocite_16__composite_min2,33.227972272572465,OC,16,2,NOCITE,Genetic,False,2203
EFO_0000768,OC_nocite_16__composite_min2,5.789789646635221,OC,16,2,NOCITE,Genetic,False,2204
EFO_0001060,OC_nocite_16__composite_min2,60.00971013024896,OC,16,2,NOCITE,Genetic,False,2205
EFO_0001065,OC_nocite_16__composite_min2,8.150046912865225,OC,16,2,NOCITE,Genetic,False,2206
EFO_0001071,OC_nocite_16__composite_min2,19.176493183812457,OC,16,2,NOCITE,Genetic,False,2207
EFO_0001073,OC_nocite_16__composite_min2,16.658934854981837,OC,16,2,NOCITE,Genetic,False,2208
EFO_0001358,OC_nocite_16__composite_min2,1.2061601337588763,OC,16,2,NOCITE,Genetic,False,2209
EFO_0003095,OC_nocite_16__composite_min2,1.5865927529477752,OC,16,2,NOCITE,Genetic,False,2210
EFO_0003144,OC_nocite_16__composite_min2,3.790418540750283,OC,16,2,NOCITE,Genetic,False,2211
EFO_0003761,OC_nocite_16__composite_min2,51.28835105539073,OC,16,2,NOCITE,Genetic,False,2212
EFO_0003767,OC_nocite_16__composite_min2,32.12672588312015,OC,16,2,NOCITE,Genetic,False,2213
EFO_0003768,OC_nocite_16__composite_min2,87.81393502184477,OC,16,2,NOCITE,Genetic,False,2214
EFO_0003843,OC_nocite_16__composite_min2,12.065774152927046,OC,16,2,NOCITE,Genetic,False,2215
EFO_0003870,OC_nocite_16__composite_min2,5.576836239011318,OC,16,2,NOCITE,Genetic,False,2216
EFO_0003884,OC_nocite_16__composite_min2,20.764341544071577,OC,16,2,NOCITE,Genetic,False,2217
EFO_0003894,OC_nocite_16__composite_min2,14.156207998239788,OC,16,2,NOCITE,Genetic,False,2218
EFO_0003913,OC_nocite_16__composite_min2,9.66643320922118,OC,16,2,NOCITE,Genetic,False,2219
EFO_0003923,OC_nocite_16__composite_min2,22.774938339633884,OC,16,2,NOCITE,Genetic,False,2220
EFO_0003924,OC_nocite_16__composite_min2,27.74361807577324,OC,16,2,NOCITE,Genetic,False,2221
EFO_0003931,OC_nocite_16__composite_min2,16.065524442906895,OC,16,2,NOCITE,Genetic,False,2222
EFO_0003948,OC_nocite_16__composite_min2,18.22725906469976,OC,16,2,NOCITE,Genetic,False,2223
EFO_0003958,OC_nocite_16__composite_min2,2.0585602925963795,OC,16,2,NOCITE,Genetic,False,2224
EFO_0003966,OC_nocite_16__composite_min2,16.03912098885571,OC,16,2,NOCITE,Genetic,False,2225
EFO_0004143,OC_nocite_16__composite_min2,95.61409950386344,OC,16,2,NOCITE,Genetic,False,2226
EFO_0004190,OC_nocite_16__composite_min2,11.69461892101601,OC,16,2,NOCITE,Genetic,False,2227
EFO_0004191,OC_nocite_16__composite_min2,0.5424173160936568,OC,16,2,NOCITE,Genetic,False,2228
EFO_0004193,OC_nocite_16__composite_min2,3.5093630328931487,OC,16,2,NOCITE,Genetic,False,2229
EFO_0004198,OC_nocite_16__composite_min2,9.337212668547892,OC,16,2,NOCITE,Genetic,False,2230
EFO_0004208,OC_nocite_16__composite_min2,10.552689461823858,OC,16,2,NOCITE,Genetic,False,2231
EFO_0004210,OC_nocite_16__composite_min2,29.011771037691016,OC,16,2,NOCITE,Genetic,False,2232
EFO_0004229,OC_nocite_16__composite_min2,14.965423030827996,OC,16,2,NOCITE,Genetic,False,2233
EFO_0004237,OC_nocite_16__composite_min2,15.742040776487617,OC,16,2,NOCITE,Genetic,False,2234
EFO_0004238,OC_nocite_16__composite_min2,2.6932100841412723,OC,16,2,NOCITE,Genetic,False,2235
EFO_0004257,OC_nocite_16__composite_min2,9.26065069113911,OC,16,2,NOCITE,Genetic,False,2236
EFO_0004274,OC_nocite_16__composite_min2,59.83791851653725,OC,16,2,NOCITE,Genetic,False,2237
EFO_0004279,OC_nocite_16__composite_min2,36.49656753656239,OC,16,2,NOCITE,Genetic,False,2238
EFO_0004284,OC_nocite_16__composite_min2,12.683477977185817,OC,16,2,NOCITE,Genetic,False,2239
EFO_0004285,OC_nocite_16__composite_min2,-0.1546323724434905,OC,16,2,NOCITE,Genetic,False,2240
EFO_0004286,OC_nocite_16__composite_min2,30.519678967533924,OC,16,2,NOCITE,Genetic,False,2241
EFO_0004302,OC_nocite_16__composite_min2,16.457521714591,OC,16,2,NOCITE,Genetic,False,2242
EFO_0004314,OC_nocite_16__composite_min2,7.388300063191722,OC,16,2,NOCITE,Genetic,False,2243
EFO_0004318,OC_nocite_16__composite_min2,14.03465159897138,OC,16,2,NOCITE,Genetic,False,2244
EFO_0004319,OC_nocite_16__composite_min2,40.13119986392289,OC,16,2,NOCITE,Genetic,False,2245
EFO_0004329,OC_nocite_16__composite_min2,4.446284273134242,OC,16,2,NOCITE,Genetic,False,2246
EFO_0004338,OC_nocite_16__composite_min2,29.6070161478618,OC,16,2,NOCITE,Genetic,False,2247
EFO_0004341,OC_nocite_16__composite_min2,22.79198981194931,OC,16,2,NOCITE,Genetic,False,2248
EFO_0004342,OC_nocite_16__composite_min2,1.5653121319884369,OC,16,2,NOCITE,Genetic,False,2249
EFO_0004344,OC_nocite_16__composite_min2,12.149434638586367,OC,16,2,NOCITE,Genetic,False,2250
EFO_0004345,OC_nocite_16__composite_min2,23.43354748374253,OC,16,2,NOCITE,Genetic,False,2251
EFO_0004351,OC_nocite_16__composite_min2,5.499703390522414,OC,16,2,NOCITE,Genetic,False,2252
EFO_0004354,OC_nocite_16__composite_min2,8.756771135715312,OC,16,2,NOCITE,Genetic,False,2253
EFO_0004459,OC_nocite_16__composite_min2,4.301883121075876,OC,16,2,NOCITE,Genetic,False,2254
EFO_0004462,OC_nocite_16__composite_min2,45.39243986625086,OC,16,2,NOCITE,Genetic,False,2255
EFO_0004465,OC_nocite_16__composite_min2,15.468829349462634,OC,16,2,NOCITE,Genetic,False,2256
EFO_0004467,OC_nocite_16__composite_min2,13.465433743088813,OC,16,2,NOCITE,Genetic,False,2257
EFO_0004468,OC_nocite_16__composite_min2,13.079783643285186,OC,16,2,NOCITE,Genetic,False,2258
EFO_0004502,OC_nocite_16__composite_min2,0.8151806855786874,OC,16,2,NOCITE,Genetic,False,2259
EFO_0004505,OC_nocite_16__composite_min2,9.354250833745049,OC,16,2,NOCITE,Genetic,False,2260
EFO_0004529,OC_nocite_16__composite_min2,30.904657336903764,OC,16,2,NOCITE,Genetic,False,2261
EFO_0004534,OC_nocite_16__composite_min2,25.75755572905081,OC,16,2,NOCITE,Genetic,False,2262
EFO_0004535,OC_nocite_16__composite_min2,13.545990977258258,OC,16,2,NOCITE,Genetic,False,2263
EFO_0004536,OC_nocite_16__composite_min2,11.845523841964557,OC,16,2,NOCITE,Genetic,False,2264
EFO_0004555,OC_nocite_16__composite_min2,16.18658236661522,OC,16,2,NOCITE,Genetic,False,2265
EFO_0004568,OC_nocite_16__composite_min2,16.61801165603839,OC,16,2,NOCITE,Genetic,False,2266
EFO_0004570,OC_nocite_16__composite_min2,19.125591894426474,OC,16,2,NOCITE,Genetic,False,2267
EFO_0004616,OC_nocite_16__composite_min2,1.472548365090581,OC,16,2,NOCITE,Genetic,False,2268
EFO_0004617,OC_nocite_16__composite_min2,21.08708879730825,OC,16,2,NOCITE,Genetic,False,2269
EFO_0004623,OC_nocite_16__composite_min2,5.217192907369283,OC,16,2,NOCITE,Genetic,False,2270
EFO_0004624,OC_nocite_16__composite_min2,14.70892924031535,OC,16,2,NOCITE,Genetic,False,2271
EFO_0004627,OC_nocite_16__composite_min2,11.929252626889705,OC,16,2,NOCITE,Genetic,False,2272
EFO_0004631,OC_nocite_16__composite_min2,13.462905416906166,OC,16,2,NOCITE,Genetic,False,2273
EFO_0004639,OC_nocite_16__composite_min2,22.04890085699684,OC,16,2,NOCITE,Genetic,False,2274
EFO_0004641,OC_nocite_16__composite_min2,13.70809203730612,OC,16,2,NOCITE,Genetic,False,2275
EFO_0004682,OC_nocite_16__composite_min2,23.13715509552099,OC,16,2,NOCITE,Genetic,False,2276
EFO_0004697,OC_nocite_16__composite_min2,33.23301629772835,OC,16,2,NOCITE,Genetic,False,2277
EFO_0004703,OC_nocite_16__composite_min2,14.44569618304096,OC,16,2,NOCITE,Genetic,False,2278
EFO_0004704,OC_nocite_16__composite_min2,2.1928072364153235,OC,16,2,NOCITE,Genetic,False,2279
EFO_0004705,OC_nocite_16__composite_min2,41.43878241768076,OC,16,2,NOCITE,Genetic,False,2280
EFO_0004723,OC_nocite_16__composite_min2,24.550205765875884,OC,16,2,NOCITE,Genetic,False,2281
EFO_0004732,OC_nocite_16__composite_min2,17.787480959323858,OC,16,2,NOCITE,Genetic,False,2282
EFO_0004741,OC_nocite_16__composite_min2,10.328377657591895,OC,16,2,NOCITE,Genetic,False,2283
EFO_0004748,OC_nocite_16__composite_min2,21.603099304806005,OC,16,2,NOCITE,Genetic,False,2284
EFO_0004761,OC_nocite_16__composite_min2,22.841231537968905,OC,16,2,NOCITE,Genetic,False,2285
EFO_0004765,OC_nocite_16__composite_min2,37.319554317212734,OC,16,2,NOCITE,Genetic,False,2286
EFO_0004792,OC_nocite_16__composite_min2,0.7759671137150685,OC,16,2,NOCITE,Genetic,False,2287
EFO_0004799,OC_nocite_16__composite_min2,50.17214458672755,OC,16,2,NOCITE,Genetic,False,2288
EFO_0004832,OC_nocite_16__composite_min2,22.95424041687262,OC,16,2,NOCITE,Genetic,False,2289
EFO_0004838,OC_nocite_16__composite_min2,6.934765915855492,OC,16,2,NOCITE,Genetic,False,2290
EFO_0004870,OC_nocite_16__composite_min2,-0.2915337840546352,OC,16,2,NOCITE,Genetic,False,2291
EFO_0004995,OC_nocite_16__composite_min2,15.374208025405377,OC,16,2,NOCITE,Genetic,False,2292
EFO_0005035,OC_nocite_16__composite_min2,2.305222026911752,OC,16,2,NOCITE,Genetic,False,2293
EFO_0005036,OC_nocite_16__composite_min2,4.859683810567689,OC,16,2,NOCITE,Genetic,False,2294
EFO_0005047,OC_nocite_16__composite_min2,5.524637243245602,OC,16,2,NOCITE,Genetic,False,2295
EFO_0005055,OC_nocite_16__composite_min2,8.309003755584898,OC,16,2,NOCITE,Genetic,False,2296
EFO_0005058,OC_nocite_16__composite_min2,17.140269811611933,OC,16,2,NOCITE,Genetic,False,2297
EFO_0005059,OC_nocite_16__composite_min2,7.024221464547965,OC,16,2,NOCITE,Genetic,False,2298
EFO_0005090,OC_nocite_16__composite_min2,23.14587215084282,OC,16,2,NOCITE,Genetic,False,2299
EFO_0005093,OC_nocite_16__composite_min2,8.24377776734516,OC,16,2,NOCITE,Genetic,False,2300
EFO_0005106,OC_nocite_16__composite_min2,18.74404359459833,OC,16,2,NOCITE,Genetic,False,2301
EFO_0005112,OC_nocite_16__composite_min2,0.4974658103375434,OC,16,2,NOCITE,Genetic,False,2302
EFO_0005116,OC_nocite_16__composite_min2,62.601229222225854,OC,16,2,NOCITE,Genetic,False,2303
EFO_0005128,OC_nocite_16__composite_min2,13.212874868331944,OC,16,2,NOCITE,Genetic,False,2304
EFO_0005134,OC_nocite_16__composite_min2,43.54944887136319,OC,16,2,NOCITE,Genetic,False,2305
EFO_0005140,OC_nocite_16__composite_min2,18.609197759250307,OC,16,2,NOCITE,Genetic,False,2306
EFO_0005210,OC_nocite_16__composite_min2,12.727315592122904,OC,16,2,NOCITE,Genetic,False,2307
EFO_0005213,OC_nocite_16__composite_min2,71.08146938399196,OC,16,2,NOCITE,Genetic,False,2308
EFO_0005230,OC_nocite_16__composite_min2,8.35540085543417,OC,16,2,NOCITE,Genetic,False,2309
EFO_0005271,OC_nocite_16__composite_min2,4.558741038799556,OC,16,2,NOCITE,Genetic,False,2310
EFO_0005423,OC_nocite_16__composite_min2,29.887160618921143,OC,16,2,NOCITE,Genetic,False,2311
EFO_0005424,OC_nocite_16__composite_min2,7.74777114661324,OC,16,2,NOCITE,Genetic,False,2312
EFO_0005665,OC_nocite_16__composite_min2,3.013974254366955,OC,16,2,NOCITE,Genetic,False,2313
EFO_0005671,OC_nocite_16__composite_min2,51.3970866603774,OC,16,2,NOCITE,Genetic,False,2314
EFO_0005677,OC_nocite_16__composite_min2,2.2240457487252785,OC,16,2,NOCITE,Genetic,False,2315
EFO_0005680,OC_nocite_16__composite_min2,47.96267851474734,OC,16,2,NOCITE,Genetic,False,2316
EFO_0005782,OC_nocite_16__composite_min2,7.3481670865502045,OC,16,2,NOCITE,Genetic,False,2317
EFO_0005854,OC_nocite_16__composite_min2,2.943102539163,OC,16,2,NOCITE,Genetic,False,2318
EFO_0006312,OC_nocite_16__composite_min2,0.7099599500091511,OC,16,2,NOCITE,Genetic,False,2319
EFO_0006340,OC_nocite_16__composite_min2,10.47838084486088,OC,16,2,NOCITE,Genetic,False,2320
EFO_0006525,OC_nocite_16__composite_min2,15.938841650296036,OC,16,2,NOCITE,Genetic,False,2321
EFO_0006781,OC_nocite_16__composite_min2,5.011303894627677,OC,16,2,NOCITE,Genetic,False,2322
EFO_0006794,OC_nocite_16__composite_min2,33.03202851762336,OC,16,2,NOCITE,Genetic,False,2323
EFO_0006807,OC_nocite_16__composite_min2,66.74813805672179,OC,16,2,NOCITE,Genetic,False,2324
EFO_0006812,OC_nocite_16__composite_min2,64.25164279257619,OC,16,2,NOCITE,Genetic,False,2325
EFO_0006925,OC_nocite_16__composite_min2,8.1385563066288,OC,16,2,NOCITE,Genetic,False,2326
EFO_0006935,OC_nocite_16__composite_min2,6.833428569399599,OC,16,2,NOCITE,Genetic,False,2327
EFO_0006939,OC_nocite_16__composite_min2,45.25481536281485,OC,16,2,NOCITE,Genetic,False,2328
EFO_0006941,OC_nocite_16__composite_min2,6.882767146096613,OC,16,2,NOCITE,Genetic,False,2329
EFO_0007005,OC_nocite_16__composite_min2,14.6725931611564,OC,16,2,NOCITE,Genetic,False,2330
EFO_0007006,OC_nocite_16__composite_min2,50.52354886099916,OC,16,2,NOCITE,Genetic,False,2331
EFO_0007009,OC_nocite_16__composite_min2,37.67192710175031,OC,16,2,NOCITE,Genetic,False,2332
EFO_0007117,OC_nocite_16__composite_min2,42.86068143484581,OC,16,2,NOCITE,Genetic,False,2333
EFO_0007191,OC_nocite_16__composite_min2,25.151192655858782,OC,16,2,NOCITE,Genetic,False,2334
EFO_0007629,OC_nocite_16__composite_min2,8.0371250641195,OC,16,2,NOCITE,Genetic,False,2335
EFO_0007630,OC_nocite_16__composite_min2,16.00898562637104,OC,16,2,NOCITE,Genetic,False,2336
EFO_0007667,OC_nocite_16__composite_min2,5.55755707022596,OC,16,2,NOCITE,Genetic,False,2337
EFO_0007680,OC_nocite_16__composite_min2,0.1703112665487759,OC,16,2,NOCITE,Genetic,False,2338
EFO_0007701,OC_nocite_16__composite_min2,15.306482571641906,OC,16,2,NOCITE,Genetic,False,2339
EFO_0007761,OC_nocite_16__composite_min2,38.85451535994192,OC,16,2,NOCITE,Genetic,False,2340
EFO_0007778,OC_nocite_16__composite_min2,-0.7681425825641818,OC,16,2,NOCITE,Genetic,False,2341
EFO_0007783,OC_nocite_16__composite_min2,2.11250816445957,OC,16,2,NOCITE,Genetic,False,2342
EFO_0007785,OC_nocite_16__composite_min2,4.50630419636054,OC,16,2,NOCITE,Genetic,False,2343
EFO_0007796,OC_nocite_16__composite_min2,25.41312602038209,OC,16,2,NOCITE,Genetic,False,2344
EFO_0007800,OC_nocite_16__composite_min2,6.750713747768211,OC,16,2,NOCITE,Genetic,False,2345
EFO_0007822,OC_nocite_16__composite_min2,13.479672920826458,OC,16,2,NOCITE,Genetic,False,2346
EFO_0007828,OC_nocite_16__composite_min2,14.699419548240702,OC,16,2,NOCITE,Genetic,False,2347
EFO_0007841,OC_nocite_16__composite_min2,7.847967709841307,OC,16,2,NOCITE,Genetic,False,2348
EFO_0007843,OC_nocite_16__composite_min2,16.098718255512022,OC,16,2,NOCITE,Genetic,False,2349
EFO_0007849,OC_nocite_16__composite_min2,8.996058233566986,OC,16,2,NOCITE,Genetic,False,2350
EFO_0007869,OC_nocite_16__composite_min2,27.007397771363543,OC,16,2,NOCITE,Genetic,False,2351
EFO_0007874,OC_nocite_16__composite_min2,25.22954076275729,OC,16,2,NOCITE,Genetic,False,2352
EFO_0007876,OC_nocite_16__composite_min2,18.50444462085003,OC,16,2,NOCITE,Genetic,False,2353
EFO_0007877,OC_nocite_16__composite_min2,15.808469391558368,OC,16,2,NOCITE,Genetic,False,2354
EFO_0007885,OC_nocite_16__composite_min2,17.52170390414514,OC,16,2,NOCITE,Genetic,False,2355
EFO_0007906,OC_nocite_16__composite_min2,21.122469322791822,OC,16,2,NOCITE,Genetic,False,2356
EFO_0007924,OC_nocite_16__composite_min2,14.58437516690338,OC,16,2,NOCITE,Genetic,False,2357
EFO_0007987,OC_nocite_16__composite_min2,9.82710328245791,OC,16,2,NOCITE,Genetic,False,2358
EFO_0007989,OC_nocite_16__composite_min2,48.050352273897815,OC,16,2,NOCITE,Genetic,False,2359
EFO_0007990,OC_nocite_16__composite_min2,32.8650083487778,OC,16,2,NOCITE,Genetic,False,2360
EFO_0007991,OC_nocite_16__composite_min2,59.042079622034485,OC,16,2,NOCITE,Genetic,False,2361
EFO_0007992,OC_nocite_16__composite_min2,11.192421825587664,OC,16,2,NOCITE,Genetic,False,2362
EFO_0007993,OC_nocite_16__composite_min2,37.96977562899281,OC,16,2,NOCITE,Genetic,False,2363
EFO_0007994,OC_nocite_16__composite_min2,23.32684824268212,OC,16,2,NOCITE,Genetic,False,2364
EFO_0007995,OC_nocite_16__composite_min2,1.9414098380927896,OC,16,2,NOCITE,Genetic,False,2365
EFO_0007996,OC_nocite_16__composite_min2,21.643353226363008,OC,16,2,NOCITE,Genetic,False,2366
EFO_0007997,OC_nocite_16__composite_min2,19.05424041859247,OC,16,2,NOCITE,Genetic,False,2367
EFO_0008002,OC_nocite_16__composite_min2,13.437997332751763,OC,16,2,NOCITE,Genetic,False,2368
EFO_0008006,OC_nocite_16__composite_min2,4.09949839761956,OC,16,2,NOCITE,Genetic,False,2369
EFO_0008154,OC_nocite_16__composite_min2,3.969074398846319,OC,16,2,NOCITE,Genetic,False,2370
EFO_0008219,OC_nocite_16__composite_min2,8.837620656984907,OC,16,2,NOCITE,Genetic,False,2371
EFO_0008298,OC_nocite_16__composite_min2,42.96504567578989,OC,16,2,NOCITE,Genetic,False,2372
EFO_0008341,OC_nocite_16__composite_min2,1.8947231018661528,OC,16,2,NOCITE,Genetic,False,2373
EFO_0008354,OC_nocite_16__composite_min2,46.66186536646715,OC,16,2,NOCITE,Genetic,False,2374
EFO_0008375,OC_nocite_16__composite_min2,13.748453020372173,OC,16,2,NOCITE,Genetic,False,2375
EFO_0008381,OC_nocite_16__composite_min2,5.81831240157119,OC,16,2,NOCITE,Genetic,False,2376
EFO_0008393,OC_nocite_16__composite_min2,2.3463517049384497,OC,16,2,NOCITE,Genetic,False,2377
EFO_0008394,OC_nocite_16__composite_min2,2.596104212447501,OC,16,2,NOCITE,Genetic,False,2378
EFO_0008399,OC_nocite_16__composite_min2,0.0331538253775099,OC,16,2,NOCITE,Genetic,False,2379
EFO_0008446,OC_nocite_16__composite_min2,11.671011857343304,OC,16,2,NOCITE,Genetic,False,2380
EFO_0008447,OC_nocite_16__composite_min2,20.48775931187996,OC,16,2,NOCITE,Genetic,False,2381
EFO_0008475,OC_nocite_16__composite_min2,32.11624112067524,OC,16,2,NOCITE,Genetic,False,2382
EFO_0008589,OC_nocite_16__composite_min2,26.112134258430743,OC,16,2,NOCITE,Genetic,False,2383
EFO_0008591,OC_nocite_16__composite_min2,21.937655159735638,OC,16,2,NOCITE,Genetic,False,2384
EFO_0008592,OC_nocite_16__composite_min2,42.74278676456842,OC,16,2,NOCITE,Genetic,False,2385
EFO_0008593,OC_nocite_16__composite_min2,56.91728596805618,OC,16,2,NOCITE,Genetic,False,2386
EFO_0008594,OC_nocite_16__composite_min2,62.63626926276674,OC,16,2,NOCITE,Genetic,False,2387
EFO_0008595,OC_nocite_16__composite_min2,30.19809801239192,OC,16,2,NOCITE,Genetic,False,2388
EFO_0009092,OC_nocite_16__composite_min2,5.755536726612788,OC,16,2,NOCITE,Genetic,False,2389
EFO_0009101,OC_nocite_16__composite_min2,4.549084709730137,OC,16,2,NOCITE,Genetic,False,2390
EFO_0009187,OC_nocite_16__composite_min2,7.848083466138634,OC,16,2,NOCITE,Genetic,False,2391
EFO_0009260,OC_nocite_16__composite_min2,23.02273386270741,OC,16,2,NOCITE,Genetic,False,2392
EFO_0009282,OC_nocite_16__composite_min2,7.545370538162799,OC,16,2,NOCITE,Genetic,False,2393
EFO_0009332,OC_nocite_16__composite_min2,4.801880740983232,OC,16,2,NOCITE,Genetic,False,2394
EFO_0009396,OC_nocite_16__composite_min2,5.22756672027003,OC,16,2,NOCITE,Genetic,False,2395
EFO_0009458,OC_nocite_16__composite_min2,12.078406142714863,OC,16,2,NOCITE,Genetic,False,2396
EFO_0009552,OC_nocite_16__composite_min2,6.848964948499184,OC,16,2,NOCITE,Genetic,False,2397
EFO_0009588,OC_nocite_16__composite_min2,4.546419468558248,OC,16,2,NOCITE,Genetic,False,2398
EFO_0009589,OC_nocite_16__composite_min2,4.9413865536798935,OC,16,2,NOCITE,Genetic,False,2399
EFO_0009592,OC_nocite_16__composite_min2,27.98686075739238,OC,16,2,NOCITE,Genetic,False,2400
EFO_0009594,OC_nocite_16__composite_min2,62.72052193219353,OC,16,2,NOCITE,Genetic,False,2401
EFO_0009597,OC_nocite_16__composite_min2,4.3270457719401625,OC,16,2,NOCITE,Genetic,False,2402
EFO_0009598,OC_nocite_16__composite_min2,5.708381819888864,OC,16,2,NOCITE,Genetic,False,2403
EFO_0009695,OC_nocite_16__composite_min2,15.267385340702134,OC,16,2,NOCITE,Genetic,False,2404
EFO_0009700,OC_nocite_16__composite_min2,13.27439911390696,OC,16,2,NOCITE,Genetic,False,2405
EFO_0009718,OC_nocite_16__composite_min2,10.025920511351991,OC,16,2,NOCITE,Genetic,False,2406
EFO_0009749,OC_nocite_16__composite_min2,28.49496755372706,OC,16,2,NOCITE,Genetic,False,2407
EFO_0009765,OC_nocite_16__composite_min2,7.988391341117425,OC,16,2,NOCITE,Genetic,False,2408
EFO_0009767,OC_nocite_16__composite_min2,4.995013198944072,OC,16,2,NOCITE,Genetic,False,2409
EFO_0009768,OC_nocite_16__composite_min2,8.66126863305946,OC,16,2,NOCITE,Genetic,False,2410
EFO_0009769,OC_nocite_16__composite_min2,19.42331918310565,OC,16,2,NOCITE,Genetic,False,2411
EFO_0009795,OC_nocite_16__composite_min2,4.6318261816826745,OC,16,2,NOCITE,Genetic,False,2412
EFO_0009819,OC_nocite_16__composite_min2,11.361426291971483,OC,16,2,NOCITE,Genetic,False,2413
EFO_0009863,OC_nocite_16__composite_min2,1.362548619627682,OC,16,2,NOCITE,Genetic,False,2414
EFO_0009902,OC_nocite_16__composite_min2,5.74701530401504,OC,16,2,NOCITE,Genetic,False,2415
EFO_0009924,OC_nocite_16__composite_min2,19.646135760648992,OC,16,2,NOCITE,Genetic,False,2416
EFO_0009927,OC_nocite_16__composite_min2,14.026166342604888,OC,16,2,NOCITE,Genetic,False,2417
